	subject_ID	age	gender	site
105	sub1323	42.0	f	0
106	sub1054	31.81	m	9
107	sub1951	31.96	f	9
108	sub2867	42.0	f	0
109	sub386	25.0	f	2
110	sub2429	31.0	m	10
111	sub693	22.0	f	4
112	sub2611	29.0	m	3
113	sub1220	24.0	f	2
114	sub3145	54.66	f	9
115	sub182	23.0	f	2
116	sub1457	24.0	f	1
117	sub2303	24.0	f	2
118	sub2128	29.0	m	1
119	sub3039	31.58	f	9
120	sub888	22.0	m	8
121	sub3066	59.89	f	9
122	sub629	26.0	f	2
123	sub2899	65.0	f	1
124	sub929	48.0	f	0
125	sub941	28.0	f	0
126	sub1548	18.0	f	4
127	sub3032	60.97	m	9
128	sub2415	56.0	m	0
129	sub3111	19.0	m	8
130	sub1239	33.0	f	8
131	sub2706	25.0	f	8
132	sub686	24.0	f	1
133	sub2551	50.0	f	14
134	sub615	28.0	m	3
135	sub403	23.0	f	0
136	sub1969	23.0	m	0
137	sub2885	27.0	m	3
138	sub198	22.0	f	14
139	sub188	55.6	f	9
140	sub650	62.96	f	9
141	sub2469	60.0	m	1
142	sub514	26.0	m	0
143	sub3108	20.0	f	10
144	sub118	25.0	m	2
145	sub2283	60.54	m	9
146	sub874	26.0	f	8
147	sub3100	29.0	f	8
148	sub2709	40.0	f	2
149	sub816	24.0	f	4
150	sub2104	33.59	m	9
151	sub734	19.0	m	2
152	sub3273	24.0	m	8
153	sub2482	67.0	f	14
154	sub792	55.0	f	0
155	sub1444	47.72	m	9
156	sub2788	21.0	m	13
157	sub2822	43.0	m	2
158	sub1464	31.0	m	2
159	sub1145	23.0	m	1
160	sub2795	24.0	m	8
161	sub793	31.0	m	0
162	sub1818	26.0	f	2
163	sub1662	23.0	m	0
164	sub3161	23.0	m	1
165	sub1503	67.77	m	9
166	sub824	25.0	f	4
167	sub2920	28.24	m	9
168	sub488	68.13	m	9
169	sub2172	44.0	f	2
170	sub638	21.0	m	2
171	sub520	64.75	m	9
172	sub3264	23.0	m	8
173	sub2908	61.15	f	9
174	sub1571	55.58	f	9
175	sub1968	54.0	f	14
176	sub1509	27.0	m	1
177	sub3232	22.0	f	0
178	sub1317	71.0	m	14
179	sub144	29.0	f	0
180	sub218	68.47	m	11
181	sub2745	31.59	f	9
182	sub2120	31.0	m	12
183	sub3150	21.0	f	4
184	sub1103	74.0	m	14
185	sub1056	25.93	f	9
186	sub2282	34.0	m	3
187	sub1	26.0	f	0
188	sub1940	57.0	m	2
189	sub1496	21.0	f	14
190	sub2298	57.0	m	14
191	sub376	28.37	f	9
192	sub836	31.0	f	2
193	sub1575	20.0	f	14
194	sub545	21.0	m	13
195	sub732	31.0	m	3
196	sub5	48.0	m	3
197	sub444	19.0	m	16
198	sub2319	35.98	m	9
199	sub2022	50.0	f	13
200	sub1245	19.0	m	10
201	sub554	58.66	m	9
202	sub281	19.0	f	4
203	sub2213	24.38	m	9
204	sub581	41.1	f	9
205	sub2731	19.0	f	8
206	sub1832	73.0	f	14
207	sub1334	58.57	f	9
208	sub1687	33.08	f	9
209	sub136	23.6386	m	15
210	sub3118	26.0	f	1
211	sub1446	21.0	m	2
212	sub2936	27.0	m	0
213	sub2502	58.79	f	9
214	sub2966	35.0	m	0
215	sub439	19.0	m	3
216	sub257	21.0	f	4
217	sub1006	21.0	f	8
218	sub2418	18.0	m	14
219	sub720	30.0	m	2
220	sub1429	24.0	m	8
221	sub2260	78.0	f	14
222	sub3278	34.0	m	12
223	sub3288	24.0	f	0
224	sub117	29.0	m	9
225	sub623	43.0	f	14
226	sub2834	20.0	f	4
227	sub3138	39.18	m	9
228	sub460	25.0	f	0
229	sub2356	43.0	m	2
230	sub2409	30.0	m	2
231	sub2763	26.64	f	5
232	sub1689	59.0	m	2
233	sub2033	60.6	f	9
234	sub2028	55.0	f	2
235	sub2632	21.0	f	1
236	sub2012	48.0	m	2
237	sub1705	69.55	m	9
238	sub2970	20.0	m	3
239	sub2941	18.0	m	3
240	sub1080	18.0	m	8
241	sub274	25.0	m	14
242	sub1601	22.0	f	14
243	sub1303	48.0	f	0
244	sub3179	23.0	f	1
245	sub448	28.0	f	0
246	sub2422	71.21	f	9
247	sub3101	26.0	f	0
248	sub2293	55.0	f	2
249	sub1210	35.0	f	2
250	sub2884	22.0	f	8
251	sub77	65.0	f	14
252	sub184	25.0	f	8
253	sub2025	47.35	m	9
254	sub8	18.0	f	2
255	sub3299	49.0	f	2
256	sub2433	41.0	m	10
257	sub33	80.17	f	9
258	sub1639	21.910999999999998	m	15
259	sub2780	25.0	f	8
260	sub2979	90.0	f	14
261	sub736	25.0	f	0
262	sub320	26.0	f	14
263	sub11	34.0	f	0
264	sub214	25.0	m	1
265	sub2031	26.0	m	2
266	sub994	24.0	f	1
267	sub242	54.0	f	7
268	sub2894	26.0	f	2
269	sub1528	22.0	f	0
270	sub2207	44.0	f	7
271	sub2981	36.0	f	2
272	sub1086	57.0	f	14
273	sub2463	54.0	f	14
274	sub3011	71.0	f	13
275	sub32	25.0	f	2
276	sub2325	24.0	m	2
277	sub2190	23.0	m	8
278	sub673	25.0	f	0
279	sub668	22.0	m	4
280	sub375	23.0	f	1
281	sub2354	26.0	m	8
282	sub1270	19.0	m	3
283	sub982	38.0	m	13
284	sub82	33.0	f	0
285	sub2169	24.0	f	16
286	sub2555	28.0	m	2
287	sub70	64.0	m	6
288	sub1252	22.0	m	3
289	sub1451	23.0	f	8
290	sub2405	22.0	m	0
291	sub1562	46.0	f	14
292	sub2063	35.0	m	0
293	sub2668	29.0	m	3
294	sub2375	29.0	f	2
295	sub1782	50.0	f	13
296	sub447	57.0	m	2
297	sub1996	24.0	m	0
298	sub1820	33.0	f	2
299	sub1851	23.0	f	10
300	sub3271	24.14	f	9
301	sub2223	58.0	f	2
302	sub1759	42.0	f	0
303	sub140	70.95	f	9
304	sub3257	22.0	m	4
305	sub3122	29.0	m	2
306	sub719	27.0	m	1
307	sub1866	49.0	f	0
308	sub3048	23.0	m	1
309	sub1625	82.0	f	14
310	sub2265	57.86	m	9
311	sub924	22.0	m	10
312	sub1321	25.0	m	2
313	sub1037	22.0	m	14
314	sub3197	23.0	f	8
315	sub665	19.0	m	4
316	sub287	23.0	f	1
317	sub2586	21.0	f	0
318	sub1510	21.0	m	4
319	sub385	53.75	m	9
320	sub1557	19.0	m	1
321	sub1074	31.0	f	2
322	sub1440	64.66	f	9
323	sub1560	20.0	f	2
324	sub1830	21.0	m	3
325	sub2109	23.96	f	5
326	sub2756	75.08	f	9
327	sub100	81.0	m	14
328	sub1748	34.0	m	14
329	sub1754	30.0	f	14
330	sub172	47.0	f	13
331	sub2735	21.0	m	2
332	sub2008	21.0	f	0
333	sub2707	20.0	m	1
334	sub2137	27.0	m	14
335	sub1187	27.0	f	0
336	sub2038	46.0	f	2
337	sub1586	28.0	m	2
338	sub754	58.28	f	9
339	sub2287	28.0	f	0
340	sub2897	25.0	f	2
341	sub1570	31.0	m	14
342	sub1628	19.0	m	8
343	sub2804	20.91	m	9
344	sub2194	28.0	f	1
345	sub782	48.0	f	2
346	sub2975	59.38	f	9
347	sub1437	33.0	m	14
348	sub525	23.0	m	2
349	sub1199	25.58	f	9
350	sub255	20.7	f	9
351	sub903	34.0	f	2
352	sub2699	28.87	m	9
353	sub2420	22.0	f	16
354	sub2732	23.0	m	3
355	sub2455	24.0	f	0
356	sub3219	76.52	m	11
357	sub849	30.67	m	9
358	sub1134	23.0	m	13
359	sub2386	24.0	f	14
360	sub2911	23.0	m	14
361	sub2639	32.63	m	5
362	sub1168	21.0	m	1
363	sub2246	23.0	m	12
364	sub2797	41.33	m	9
365	sub2715	25.0	f	8
366	sub13	18.0	f	2
367	sub1907	21.0	f	0
368	sub900	51.88	m	9
369	sub3201	64.0	m	2
370	sub1374	24.0	m	13
371	sub16	40.0	f	2
372	sub1062	45.0	f	7
373	sub3280	30.0	m	0
374	sub2024	26.0	m	3
375	sub135	25.13	m	5
376	sub1967	22.0	f	8
377	sub1972	47.0	m	13
378	sub2461	38.23	f	9
379	sub815	65.0	f	2
380	sub2002	33.92	m	9
381	sub1858	21.0	m	16
382	sub1320	54.0	f	2
383	sub2083	47.01	f	9
384	sub3243	19.0	f	8
385	sub1137	27.0	f	8
386	sub3036	57.21	f	9
387	sub1149	38.0	m	2
388	sub2147	46.17	f	9
389	sub2206	48.0	m	0
390	sub1618	29.77	m	9
391	sub1113	20.0	m	1
392	sub1883	22.0	m	8
393	sub1330	39.0	m	7
394	sub1318	30.0	m	2
395	sub207	21.3	f	15
396	sub3207	20.0	m	3
397	sub1991	49.0	f	14
398	sub1468	23.0	m	3
399	sub2828	32.0	m	2
400	sub1592	25.0	m	16
401	sub575	18.0	m	3
402	sub2983	27.0	f	14
403	sub2839	19.0	m	8
404	sub288	43.0	f	2
405	sub890	30.0	f	8
406	sub2642	20.0	f	2
407	sub1826	46.0	m	3
408	sub959	22.0	m	1
409	sub3043	23.0	f	1
410	sub499	21.0	m	1
411	sub2276	25.0	m	3
412	sub2953	23.0	f	1
413	sub1288	25.0	m	3
414	sub2440	26.0	m	8
415	sub2406	47.0	f	2
416	sub3182	21.0	f	4
417	sub323	22.0	m	13
418	sub1459	22.0	f	8
419	sub536	38.0	f	14
420	sub37	20.0	f	14
421	sub40	30.0	f	2
422	sub1814	26.0	f	2
423	sub3290	58.0	f	2
424	sub659	23.0	m	4
425	sub3095	46.0	m	13
426	sub901	59.0	f	0
427	sub883	35.45	m	9
428	sub1802	36.0	m	10
429	sub2395	51.0	f	2
430	sub2496	20.0	m	14
431	sub725	62.0	m	0
432	sub1844	45.0	f	2
433	sub1659	23.0	f	1
434	sub540	32.0	m	2
435	sub2931	34.48	f	9
436	sub22	26.0	m	3
437	sub680	43.0	m	13
438	sub917	60.0	f	7
439	sub398	54.0	f	0
440	sub507	75.82	m	11
441	sub349	39.0	f	2
442	sub3137	20.0	m	3
443	sub1756	50.0	f	2
444	sub2815	25.02	f	9
445	sub2537	24.0	f	0
446	sub1326	71.0	f	14
447	sub1248	23.6769	f	15
448	sub3075	66.91	f	9
449	sub2787	51.29	m	9
450	sub1579	25.0	m	13
451	sub2773	53.0	f	2
452	sub3033	19.0	f	4
453	sub289	26.0	f	16
454	sub857	21.0	m	14
455	sub807	69.0	f	14
456	sub2987	54.0	f	2
457	sub2167	25.0	m	8
458	sub2341	20.0	f	14
459	sub968	23.0	m	10
460	sub1154	52.5	m	9
461	sub2567	38.0	m	3
462	sub2598	70.33	f	9
463	sub1631	24.0	f	2
464	sub2101	27.0	m	2
465	sub1458	24.0	m	8
466	sub783	25.0	f	2
467	sub1683	26.0	m	1
468	sub1977	20.0	f	14
469	sub544	20.0	f	1
470	sub1118	45.0	f	14
471	sub2404	18.0	m	2
472	sub1470	68.48	m	9
473	sub1227	46.0	m	2
474	sub2547	45.0	m	2
475	sub1224	42.99	m	9
476	sub1462	25.0	f	1
477	sub936	68.0	f	13
478	sub1304	48.68	m	9
479	sub2606	66.95	f	9
480	sub3024	31.0	m	0
481	sub2222	22.0	m	2
482	sub1435	32.0	m	3
483	sub991	19.0	m	8
484	sub1412	35.0	f	2
485	sub884	21.0	f	4
486	sub422	61.0	f	13
487	sub701	19.0	m	10
488	sub565	19.0	m	4
489	sub1404	34.0	m	8
490	sub2713	44.0	m	0
491	sub2107	26.0	f	0
492	sub1720	19.0	m	13
493	sub285	59.0	f	0
494	sub916	25.0	f	0
495	sub1632	23.0	f	3
496	sub3241	27.0	m	1
497	sub1559	90.0	f	14
498	sub2556	48.55	m	9
499	sub2613	25.0	f	0
500	sub1602	22.0	f	8
501	sub1034	34.0	f	2
502	sub2573	31.0	m	2
503	sub296	22.0	f	3
504	sub1311	26.0	m	4
505	sub61	24.0	m	8
506	sub1778	63.39	f	9
507	sub319	53.0	m	0
508	sub1701	25.0	m	0
509	sub1959	19.0	f	14
510	sub1413	29.0	m	14
511	sub981	25.0	m	3
512	sub856	32.0	f	2
513	sub1780	32.0	f	8
514	sub2995	46.3	m	9
515	sub1398	52.0	f	2
516	sub1221	55.0	f	2
517	sub1715	25.0	f	1
518	sub2526	56.87	m	9
519	sub2980	22.0	m	2
520	sub1474	23.0	m	8
521	sub2484	28.0	f	12
522	sub614	47.0	f	2
523	sub2062	23.0	m	2
524	sub3063	33.28	f	5
525	sub2389	80.84	m	11
526	sub583	27.0	m	2
527	sub2851	25.0	m	8
528	sub2039	63.42	m	9
529	sub723	56.0	m	0
530	sub1348	31.0	f	2
531	sub1649	78.58	f	9
532	sub3020	30.0	m	10
533	sub839	30.0	m	7
534	sub1947	19.0	f	8
535	sub535	22.0	m	1
536	sub3040	20.0	f	13
537	sub3121	25.0	f	8
538	sub1886	23.0	f	14
539	sub1097	90.0	f	14
540	sub1233	24.0	m	8
541	sub2131	31.0	f	2
542	sub66	41.0	f	2
543	sub1226	61.34	f	9
544	sub1492	23.0	m	0
545	sub1963	29.0	f	2
546	sub2021	23.0	m	2
547	sub669	21.0	f	2
548	sub1932	45.86	m	9
549	sub1684	31.46	m	9
550	sub584	44.0	m	13
551	sub1847	57.0	f	2
552	sub1083	34.24	f	9
553	sub3003	33.0	m	1
554	sub216	51.0	m	2
555	sub3092	34.0	m	2
556	sub1655	28.48	f	9
557	sub1077	30.0	f	8
558	sub2165	26.0	m	0
559	sub412	75.97	f	9
560	sub869	23.0965	f	15
561	sub528	28.0	m	2
562	sub3247	32.94	m	9
563	sub2097	21.0	f	1
564	sub1422	40.0	f	0
565	sub1610	66.37	m	9
566	sub2088	38.0	m	2
567	sub2906	55.12	m	9
568	sub219	53.0	m	0
569	sub1395	39.0	f	2
570	sub1917	25.0	f	1
571	sub1256	33.0	m	2
572	sub1302	22.0	m	0
573	sub2310	21.0	m	4
574	sub2634	55.22	f	9
575	sub63	32.0	m	3
576	sub1055	55.09	m	9
577	sub632	29.0	m	7
578	sub1375	55.17	m	9
579	sub3195	24.0	m	2
580	sub2079	65.0	f	1
581	sub1488	33.0	m	14
582	sub1988	81.0	f	14
583	sub1885	47.0	f	0
584	sub2327	22.0	f	1
585	sub2976	22.0	m	3
586	sub183	30.01	m	9
587	sub2932	61.0	m	0
588	sub419	21.0	f	8
589	sub58	47.0	m	2
590	sub862	25.0	f	8
591	sub1365	35.0	f	2
592	sub830	39.38	m	9
593	sub3172	49.37	f	5
594	sub2018	26.0	f	2
595	sub3110	24.0	m	3
596	sub205	67.0	m	13
597	sub1269	30.0	m	8
598	sub612	31.0	m	1
599	sub697	45.77	m	9
600	sub597	31.0	f	2
601	sub2314	44.0	m	0
602	sub149	46.0	m	13
603	sub1657	20.0	f	4
604	sub2403	20.0	f	8
605	sub2202	72.83	f	11
606	sub855	60.92	f	9
607	sub1414	24.0	m	0
608	sub3295	24.34	f	9
609	sub1003	21.0	m	0
610	sub1467	78.07	m	9
611	sub2332	30.0	m	2
612	sub1142	62.46	f	9
613	sub2494	44.0	m	10
614	sub1596	54.28	m	9
615	sub932	24.0	m	8
616	sub827	21.0	m	8
617	sub1577	22.0	f	0
618	sub28	24.76	m	9
619	sub769	46.01	f	9
620	sub1277	21.0	f	1
621	sub2357	27.0	f	0
622	sub590	21.0	f	8
623	sub495	47.0	m	2
624	sub3157	27.0	m	3
625	sub897	38.0	f	14
626	sub3057	44.0	m	2
627	sub482	62.8	f	9
628	sub2413	45.0	m	0
629	sub1219	55.0	m	0
630	sub3132	32.0	f	2
631	sub717	19.0	f	4
632	sub1772	54.21	f	9
633	sub1421	25.0	f	4
634	sub80	31.0	f	2
635	sub1783	21.0	f	1
636	sub1278	22.0	m	1
637	sub328	37.0	m	3
638	sub270	25.0	f	0
639	sub1635	26.0	f	8
640	sub2562	43.92	f	9
641	sub62	26.0	f	8
642	sub1787	29.0	f	0
643	sub3120	25.0	m	2
644	sub2432	23.0	f	1
645	sub3206	60.95	f	11
646	sub2842	23.0	m	14
647	sub2331	36.0	f	13
648	sub661	27.0	m	8
649	sub866	26.93	f	9
650	sub662	40.0	m	2
651	sub2621	37.7	f	9
652	sub3155	22.0	m	14
653	sub1872	18.0	f	4
654	sub2164	46.0	f	2
655	sub2	19.0	m	3
656	sub1431	45.0	f	0
657	sub1561	52.0	f	2
658	sub1423	22.0	f	0
659	sub2695	22.0	m	8
660	sub2479	20.0	f	14
661	sub2516	41.0	m	2
662	sub3184	43.0	m	2
663	sub925	45.0	f	2
664	sub2655	30.0	m	12
665	sub640	28.0	m	3
666	sub2050	23.11	f	9
667	sub667	70.0	m	14
668	sub2583	74.99	m	9
669	sub2279	22.0	m	3
670	sub603	66.9	f	11
671	sub1597	24.0	m	0
672	sub1170	48.0	f	2
673	sub851	19.0	f	14
674	sub1072	22.0	f	0
675	sub970	24.0	m	2
676	sub2305	18.0	f	2
677	sub858	54.0	f	0
678	sub2574	29.0	m	8
679	sub1390	22.0	f	4
680	sub221	20.0	m	14
681	sub526	33.0	f	13
682	sub1640	42.51	f	9
683	sub1257	23.0	f	8
684	sub1690	23.0	m	10
685	sub1125	31.0	f	14
686	sub20	21.0	m	13
687	sub2749	42.97	f	9
688	sub1740	23.0	m	14
689	sub210	49.0	f	2
690	sub76	25.46	m	9
691	sub881	38.0	f	8
692	sub91	52.0	m	2
693	sub1011	32.42	f	9
694	sub983	22.0	m	8
695	sub321	56.0	f	7
696	sub3142	58.0	f	2
697	sub2844	43.0	m	3
698	sub2203	40.0	f	10
699	sub1012	49.02	m	9
700	sub2326	19.0	m	4
701	sub655	51.0	m	2
702	sub1306	67.33	f	9
703	sub2240	29.0	m	3
704	sub1593	59.0	f	9
705	sub1652	28.0	m	3
706	sub2159	28.0	f	3
707	sub2465	67.77	m	9
708	sub2336	50.0	m	2
709	sub561	25.0	m	4
710	sub2572	57.0	m	2
711	sub1953	22.0	f	2
712	sub2398	47.0	f	13
713	sub1854	30.0	m	2
714	sub926	62.0	f	14
715	sub1246	48.0	m	0
716	sub1449	24.0	m	2
717	sub1135	38.0	m	2
718	sub509	26.0	f	2
719	sub432	28.0	f	16
720	sub2434	69.29	f	9
721	sub1608	52.3	f	9
722	sub246	30.0	m	2
723	sub2990	28.0	f	8
724	sub78	35.8	f	9
725	sub2295	27.0	f	12
726	sub529	39.04	m	5
727	sub2027	53.33	m	9
728	sub3220	30.0	m	0
729	sub181	70.14	f	9
730	sub1084	24.0	f	2
731	sub2838	23.0	m	8
732	sub124	37.77	m	9
733	sub953	21.8097	f	15
734	sub801	55.0	m	2
735	sub577	18.0	f	14
736	sub120	22.0	m	4
737	sub2113	56.44	m	9
738	sub2035	20.0	m	3
739	sub2943	20.21	m	9
740	sub2263	27.0	f	2
741	sub1120	20.0	m	8
742	sub1031	59.15	f	9
743	sub2248	85.0	f	14
744	sub2561	64.0	m	13
745	sub1507	19.0	m	4
746	sub1898	41.0	f	2
747	sub1808	41.95	f	9
748	sub1114	23.0	m	4
749	sub2373	19.0	f	8
750	sub557	47.07	m	9
751	sub1822	40.0	m	13
752	sub2660	19.0	f	4
753	sub2743	35.99	f	9
754	sub2071	36.0	m	3
755	sub1749	46.0	f	0
756	sub1821	22.0	m	2
757	sub1908	26.0	f	2
758	sub2665	28.0	f	3
759	sub2858	24.0	f	1
760	sub519	54.0	f	2
761	sub3089	28.0	m	2
762	sub2596	45.7	m	9
763	sub2281	45.0	f	2
764	sub104	54.74	f	9
765	sub1273	72.0	m	13
766	sub1533	56.0	m	0
767	sub1122	22.0	f	1
768	sub474	54.0	m	0
769	sub3265	52.0	f	2
770	sub2644	24.0	m	0
771	sub2352	46.0	m	2
772	sub558	21.0	m	13
773	sub634	27.0	m	2
774	sub1979	20.0	m	8
775	sub1004	28.0	m	8
776	sub1626	54.0	m	2
777	sub2436	22.0	f	8
778	sub3046	24.0	m	16
779	sub2677	32.0	f	2
780	sub2011	68.0	m	13
781	sub2244	29.36	f	9
782	sub1061	69.69	f	9
783	sub1313	21.0	m	8
784	sub1194	34.0	f	0
785	sub2636	22.0	m	2
786	sub2144	46.0	m	13
787	sub2051	20.0	m	4
788	sub67	31.0	m	2
789	sub1646	18.0	m	10
790	sub546	21.0	m	4
791	sub3073	22.0	m	0
792	sub1569	20.0	f	8
793	sub2753	41.06	f	9
794	sub171	28.0	f	0
795	sub618	25.0	f	1
796	sub102	24.0	m	2
797	sub1943	20.0	f	2
798	sub1776	50.0	m	2
799	sub1397	36.16	m	9
800	sub364	29.0	m	2
801	sub2089	56.0	m	7
802	sub2388	24.37	f	5
803	sub1274	36.0	m	10
804	sub2918	22.0	m	14
805	sub2890	40.81	m	9
806	sub84	39.04	m	9
807	sub3269	48.0	f	2
808	sub2339	31.0	m	8
809	sub1167	89.0	f	14
810	sub714	28.0	f	13
811	sub3186	54.49	f	9
812	sub3298	53.54	f	9
813	sub2876	22.0	m	1
814	sub1838	25.0	m	2
815	sub461	53.0	m	2
816	sub2618	43.16	m	9
817	sub949	21.0	m	8
818	sub1949	56.0	m	2
819	sub1215	23.0	f	0
820	sub1038	25.0	f	1
821	sub2280	24.0	m	2
822	sub1445	37.0	m	14
823	sub1329	22.0	m	0
824	sub2902	20.0	f	4
825	sub727	47.0	m	1
826	sub261	24.0	m	4
827	sub450	50.0	f	0
828	sub743	22.0	f	14
829	sub2428	59.67	f	9
830	sub2703	26.0	m	10
831	sub1231	58.38	f	9
832	sub2348	63.0	m	13
833	sub2258	53.41	f	9
834	sub1839	22.0	m	2
835	sub3091	30.0	f	7
836	sub1594	37.0	m	3
837	sub1207	24.0	f	4
838	sub664	63.0	f	2
839	sub2355	70.0	m	13
840	sub1719	20.17	m	9
841	sub1455	37.95	m	9
842	sub2543	22.0	f	13
843	sub3289	69.28	m	9
844	sub1300	30.42	m	9
845	sub2217	23.0	m	8
846	sub3027	29.0	f	3
847	sub1420	20.0	m	4
848	sub2117	33.0	m	3
849	sub3	24.0	m	2
850	sub3221	26.0	f	13
851	sub966	21.0	m	3
852	sub591	24.0	m	4
853	sub1621	38.0	m	2
854	sub122	56.0	m	0
855	sub1312	50.0	f	10
856	sub1841	27.0	f	2
857	sub741	46.59	f	9
858	sub945	23.0	m	3
859	sub2944	27.71	m	5
860	sub3275	35.0	m	1
861	sub978	21.0	m	14
862	sub486	39.0	f	10
863	sub1713	37.0	m	0
864	sub1286	21.0	f	1
865	sub1806	21.0	m	4
866	sub1121	19.0	m	14
867	sub1612	22.0	f	0
868	sub2672	33.0	f	0
869	sub585	26.0	f	4
870	sub68	18.0	f	1
871	sub2394	27.0	m	2
872	sub1259	48.0	f	0
873	sub1984	28.0	m	2
874	sub2466	54.69	m	9
875	sub508	61.0	f	0
876	sub878	23.0	f	1
877	sub2080	23.0	f	1
878	sub239	27.0	m	8
879	sub722	55.0	f	2
880	sub3276	65.0	m	14
881	sub3042	27.0	m	8
882	sub1732	22.1054	f	15
883	sub0	60.0	f	10
884	sub2277	59.0	f	6
885	sub2779	53.0	f	2
886	sub1328	44.0	m	8
887	sub696	48.0	m	2
888	sub1214	21.0	m	8
889	sub2921	49.4	f	9
890	sub335	52.0	f	0
891	sub1109	31.0	m	0
892	sub2690	25.0	m	3
893	sub1073	37.0	m	2
894	sub1124	31.15	m	5
895	sub951	29.0	f	2
896	sub3102	36.0	f	2
897	sub1615	40.0	f	0
898	sub3194	24.31	f	9
899	sub2847	69.72	f	11
900	sub2475	20.0	f	14
901	sub2929	33.0	m	8
902	sub2230	19.0	f	3
903	sub420	45.0	f	2
904	sub1828	56.0	f	1
905	sub930	43.16	m	9
906	sub166	44.0	f	2
907	sub895	49.6	f	9
908	sub2072	23.85	m	9
909	sub942	59.74	f	9
910	sub2322	45.0	f	2
911	sub1188	19.0	f	4
912	sub2174	42.0	m	2
913	sub2905	23.0	f	4
914	sub2917	45.62	m	9
915	sub1598	25.0	m	3
916	sub2646	25.19	m	9
917	sub1709	23.0	m	0
918	sub2998	27.0	m	0
919	sub418	58.0	f	0
920	sub2090	24.9	f	9
921	sub3251	30.0	m	1
922	sub2910	28.0	m	3
923	sub2968	21.0	m	14
924	sub3200	20.0	f	4
925	sub1955	21.0	f	1
926	sub2747	22.0	f	0
927	sub549	24.0	m	2
928	sub3191	44.0	m	0
929	sub2863	50.0	m	10
930	sub338	25.0	f	8
931	sub832	23.0	f	0
932	sub2778	24.0	f	14
933	sub1735	20.0	m	4
934	sub1417	19.0	f	8
935	sub2218	23.0	m	13
936	sub497	21.15	f	9
937	sub1588	71.0	f	14
938	sub2916	65.67	f	9
939	sub2201	37.1	m	9
940	sub2359	19.0	m	3
941	sub928	24.0	f	2
942	sub2229	34.0	m	2
943	sub363	48.1	f	9
944	sub1217	46.0	f	2
945	sub1282	70.11	m	9
946	sub1634	27.0	m	3
947	sub477	23.0	f	8
948	sub2468	18.0	m	8
