	subject_ID	age	gender	site
216	sub2936	27.0	m	0
217	sub2502	58.79	f	9
218	sub2966	35.0	m	0
219	sub1006	21.0	f	8
220	sub99	35.0	m	0
221	sub2418	18.0	m	14
222	sub588	65.33	m	9
223	sub720	30.0	m	2
224	sub1429	24.0	m	8
225	sub2260	78.0	f	14
226	sub3278	34.0	m	12
227	sub623	43.0	f	14
228	sub2834	20.0	f	4
229	sub3138	39.18	m	9
230	sub460	25.0	f	0
231	sub2356	43.0	m	2
232	sub2763	26.64	f	5
233	sub1689	59.0	m	2
234	sub2033	60.6	f	9
235	sub282	23.0	f	1
236	sub1408	37.0	m	8
237	sub2028	55.0	f	2
238	sub2632	21.0	f	1
239	sub1705	69.55	m	9
240	sub1080	18.0	m	8
241	sub1994	21.0	f	4
242	sub1869	80.0	f	14
243	sub274	25.0	m	14
244	sub2808	21.0	f	2
245	sub1601	22.0	f	14
246	sub448	28.0	f	0
247	sub1381	22.0	m	8
248	sub3101	26.0	f	0
249	sub2293	55.0	f	2
250	sub1210	35.0	f	2
251	sub2884	22.0	f	8
252	sub483	54.61	f	9
253	sub4	28.0	f	1
254	sub133	28.16	f	9
255	sub77	65.0	f	14
256	sub184	25.0	f	8
257	sub2025	47.35	m	9
258	sub8	18.0	f	2
259	sub3299	49.0	f	2
260	sub2433	41.0	m	10
261	sub33	80.17	f	9
262	sub2780	25.0	f	8
263	sub2979	90.0	f	14
264	sub736	25.0	f	0
265	sub214	25.0	m	1
266	sub2031	26.0	m	2
267	sub994	24.0	f	1
268	sub242	54.0	f	7
269	sub747	20.0	f	2
270	sub2894	26.0	f	2
271	sub2171	62.25	f	9
272	sub2207	44.0	f	7
273	sub1086	57.0	f	14
274	sub2463	54.0	f	14
275	sub3011	71.0	f	13
276	sub2190	23.0	m	8
277	sub673	25.0	f	0
278	sub668	22.0	m	4
279	sub375	23.0	f	1
280	sub2354	26.0	m	8
281	sub1270	19.0	m	3
282	sub982	38.0	m	13
283	sub82	33.0	f	0
284	sub2169	24.0	f	16
285	sub2555	28.0	m	2
286	sub70	64.0	m	6
287	sub1451	23.0	f	8
288	sub305	21.0	f	2
289	sub1562	46.0	f	14
290	sub2063	35.0	m	0
291	sub2668	29.0	m	3
292	sub2375	29.0	f	2
293	sub447	57.0	m	2
294	sub2026	30.0	m	3
295	sub1996	24.0	m	0
296	sub1851	23.0	f	10
297	sub2223	58.0	f	2
298	sub1759	42.0	f	0
299	sub140	70.95	f	9
300	sub719	27.0	m	1
301	sub1964	32.0	m	2
302	sub3048	23.0	m	1
303	sub1625	82.0	f	14
304	sub2265	57.86	m	9
305	sub1800	44.48	m	9
306	sub1321	25.0	m	2
307	sub1037	22.0	m	14
308	sub2030	39.0	f	2
309	sub3197	23.0	f	8
310	sub799	41.51	f	9
311	sub1150	33.0	m	2
312	sub665	19.0	m	4
313	sub287	23.0	f	1
314	sub2586	21.0	f	0
315	sub1510	21.0	m	4
316	sub385	53.75	m	9
317	sub1557	19.0	m	1
318	sub1074	31.0	f	2
319	sub1440	64.66	f	9
320	sub1560	20.0	f	2
321	sub2109	23.96	f	5
322	sub100	81.0	m	14
323	sub1748	34.0	m	14
324	sub2075	66.91	f	9
325	sub1262	23.0	f	2
326	sub229	29.34	f	5
327	sub1754	30.0	f	14
328	sub2735	21.0	m	2
329	sub1193	28.85	f	5
330	sub2008	21.0	f	0
331	sub1324	21.0	f	14
332	sub2707	20.0	m	1
333	sub2137	27.0	m	14
334	sub1187	27.0	f	0
335	sub1586	28.0	m	2
336	sub2287	28.0	f	0
337	sub1570	31.0	m	14
338	sub1628	19.0	m	8
339	sub3240	24.7666	f	15
340	sub2804	20.91	m	9
341	sub834	42.63	f	5
342	sub2194	28.0	f	1
343	sub782	48.0	f	2
344	sub2975	59.38	f	9
345	sub1036	18.0	m	0
346	sub525	23.0	m	2
347	sub1199	25.58	f	9
348	sub255	20.7	f	9
349	sub903	34.0	f	2
350	sub2420	22.0	f	16
351	sub2459	17.0	f	2
352	sub586	26.0	f	1
353	sub849	30.67	m	9
354	sub1134	23.0	m	13
355	sub2386	24.0	f	14
356	sub1702	22.0	f	0
357	sub2911	23.0	m	14
358	sub2639	32.63	m	5
359	sub1168	21.0	m	1
360	sub2246	23.0	m	12
361	sub2692	23.0	m	8
362	sub2715	25.0	f	8
363	sub13	18.0	f	2
364	sub1907	21.0	f	0
365	sub3201	64.0	m	2
366	sub1374	24.0	m	13
367	sub787	26.0	f	16
368	sub16	40.0	f	2
369	sub1062	45.0	f	7
370	sub2024	26.0	m	3
371	sub494	50.57	f	9
372	sub1972	47.0	m	13
373	sub2461	38.23	f	9
374	sub3164	63.0	f	14
375	sub2002	33.92	m	9
376	sub493	38.0	m	2
377	sub946	18.0	m	3
378	sub1858	21.0	m	16
379	sub1554	24.0	m	4
380	sub1320	54.0	f	2
381	sub3243	19.0	f	8
382	sub1137	27.0	f	8
383	sub3036	57.21	f	9
384	sub1149	38.0	m	2
385	sub2206	48.0	m	0
386	sub1113	20.0	m	1
387	sub1883	22.0	m	8
388	sub1318	30.0	m	2
389	sub207	21.3	f	15
390	sub3207	20.0	m	3
391	sub3126	63.84	f	9
392	sub1991	49.0	f	14
393	sub1468	23.0	m	3
394	sub2828	32.0	m	2
395	sub1592	25.0	m	16
396	sub575	18.0	m	3
397	sub694	75.0	m	14
398	sub2839	19.0	m	8
399	sub288	43.0	f	2
400	sub890	30.0	f	8
401	sub2642	20.0	f	2
402	sub1826	46.0	m	3
403	sub1191	30.0	f	0
404	sub959	22.0	m	1
405	sub3043	23.0	f	1
406	sub1376	20.0	f	4
407	sub499	21.0	m	1
408	sub2276	25.0	m	3
409	sub2953	23.0	f	1
410	sub1288	25.0	m	3
411	sub2440	26.0	m	8
412	sub2406	47.0	f	2
413	sub3182	21.0	f	4
414	sub3170	58.0	f	0
415	sub72	43.0	f	7
416	sub323	22.0	m	13
417	sub1459	22.0	f	8
418	sub536	38.0	f	14
419	sub203	66.33	f	9
420	sub37	20.0	f	14
421	sub40	30.0	f	2
422	sub1814	26.0	f	2
423	sub3290	58.0	f	2
424	sub659	23.0	m	4
425	sub3095	46.0	m	13
426	sub883	35.45	m	9
427	sub1802	36.0	m	10
428	sub2395	51.0	f	2
429	sub2801	26.0	m	3
430	sub2496	20.0	m	14
431	sub1844	45.0	f	2
432	sub695	42.0	f	2
433	sub1659	23.0	f	1
434	sub540	32.0	m	2
435	sub2931	34.48	f	9
436	sub22	26.0	m	3
437	sub680	43.0	m	13
438	sub917	60.0	f	7
439	sub398	54.0	f	0
440	sub507	75.82	m	11
441	sub3137	20.0	m	3
442	sub913	22.43	m	9
443	sub3272	22.0	f	2
444	sub1756	50.0	f	2
445	sub2815	25.02	f	9
446	sub2537	24.0	f	0
447	sub3075	66.91	f	9
448	sub1579	25.0	m	13
449	sub3033	19.0	f	4
450	sub857	21.0	m	14
451	sub807	69.0	f	14
452	sub249	48.0	m	7
453	sub2167	25.0	m	8
454	sub968	23.0	m	10
455	sub1154	52.5	m	9
456	sub2567	38.0	m	3
457	sub2101	27.0	m	2
458	sub1458	24.0	m	8
459	sub1107	43.0	m	13
460	sub783	25.0	f	2
461	sub1930	19.0	m	4
462	sub544	20.0	f	1
463	sub1118	45.0	f	14
464	sub2404	18.0	m	2
465	sub2162	21.0	f	4
466	sub407	23.0	m	14
467	sub1470	68.48	m	9
468	sub1227	46.0	m	2
469	sub2547	45.0	m	2
470	sub1224	42.99	m	9
471	sub1462	25.0	f	1
472	sub936	68.0	f	13
473	sub391	25.0	f	8
474	sub1304	48.68	m	9
475	sub334	24.0	f	8
476	sub137	43.0	m	13
477	sub2606	66.95	f	9
478	sub3279	33.0	m	3
479	sub3024	31.0	m	0
480	sub168	21.0	f	2
481	sub991	19.0	m	8
482	sub1412	35.0	f	2
483	sub422	61.0	f	13
484	sub701	19.0	m	10
485	sub565	19.0	m	4
486	sub707	22.0	f	2
487	sub1404	34.0	m	8
488	sub2713	44.0	m	0
489	sub2107	26.0	f	0
490	sub1720	19.0	m	13
491	sub285	59.0	f	0
492	sub916	25.0	f	0
493	sub1632	23.0	f	3
494	sub3241	27.0	m	1
495	sub1559	90.0	f	14
496	sub2556	48.55	m	9
497	sub1688	19.0	m	3
498	sub1795	23.0	m	8
499	sub1903	28.0	m	2
500	sub1602	22.0	f	8
501	sub294	22.53	f	9
502	sub831	56.0	f	0
503	sub1034	34.0	f	2
504	sub2573	31.0	m	2
505	sub1948	23.0	m	8
506	sub296	22.0	f	3
507	sub1311	26.0	m	4
508	sub61	24.0	m	8
509	sub1778	63.39	f	9
510	sub319	53.0	m	0
511	sub1701	25.0	m	0
512	sub1959	19.0	f	14
513	sub145	33.0	f	0
514	sub1413	29.0	m	14
515	sub2888	33.0	m	2
516	sub981	25.0	m	3
517	sub1780	32.0	f	8
518	sub2995	46.3	m	9
519	sub1221	55.0	f	2
520	sub2526	56.87	m	9
521	sub705	35.0	m	2
522	sub614	47.0	f	2
523	sub2062	23.0	m	2
524	sub563	21.0	f	16
525	sub2637	24.62	f	9
526	sub1463	20.0	f	8
527	sub3063	33.28	f	5
528	sub2389	80.84	m	11
529	sub2851	25.0	m	8
530	sub723	56.0	m	0
531	sub209	51.0	m	2
532	sub291	46.0	m	10
533	sub1361	25.0	f	2
534	sub1348	31.0	f	2
535	sub1666	51.0	m	2
536	sub3020	30.0	m	10
537	sub3040	20.0	f	13
538	sub3121	25.0	f	8
539	sub1502	64.0	f	13
540	sub1886	23.0	f	14
541	sub1097	90.0	f	14
542	sub2400	37.0	m	0
543	sub2131	31.0	f	2
544	sub1226	61.34	f	9
545	sub1963	29.0	f	2
546	sub2021	23.0	m	2
547	sub669	21.0	f	2
548	sub1932	45.86	m	9
549	sub1684	31.46	m	9
550	sub584	44.0	m	13
551	sub3210	30.0	m	3
552	sub1847	57.0	f	2
553	sub1973	24.28	m	9
554	sub1083	34.24	f	9
555	sub3003	33.0	m	1
556	sub216	51.0	m	2
557	sub3202	25.0	m	0
558	sub3092	34.0	m	2
559	sub1655	28.48	f	9
560	sub1077	30.0	f	8
561	sub2165	26.0	m	0
562	sub2057	44.0	m	2
563	sub412	75.97	f	9
564	sub528	28.0	m	2
565	sub3247	32.94	m	9
566	sub1610	66.37	m	9
567	sub2907	28.0	m	3
568	sub2088	38.0	m	2
569	sub2906	55.12	m	9
570	sub1110	62.74	m	9
571	sub219	53.0	m	0
572	sub1786	60.0	f	13
573	sub2141	25.0	m	1
574	sub1917	25.0	f	1
575	sub1302	22.0	m	0
576	sub2310	21.0	m	4
577	sub1019	18.0	m	0
578	sub2634	55.22	f	9
579	sub63	32.0	m	3
580	sub1055	55.09	m	9
581	sub1375	55.17	m	9
582	sub2079	65.0	f	1
583	sub1988	81.0	f	14
584	sub551	57.0	f	2
585	sub1885	47.0	f	0
586	sub2327	22.0	f	1
587	sub2932	61.0	m	0
588	sub419	21.0	f	8
589	sub58	47.0	m	2
590	sub862	25.0	f	8
591	sub1365	35.0	f	2
592	sub830	39.38	m	9
593	sub2018	26.0	f	2
594	sub3110	24.0	m	3
595	sub1269	30.0	m	8
596	sub697	45.77	m	9
597	sub597	31.0	f	2
598	sub2314	44.0	m	0
599	sub1678	35.41	f	9
600	sub1146	21.0	f	8
601	sub2403	20.0	f	8
602	sub2202	72.83	f	11
603	sub855	60.92	f	9
604	sub1414	24.0	m	0
605	sub3295	24.34	f	9
606	sub1467	78.07	m	9
607	sub2332	30.0	m	2
608	sub96	61.0	f	0
609	sub2494	44.0	m	10
610	sub189	29.0	m	2
611	sub932	24.0	m	8
612	sub1577	22.0	f	0
613	sub28	24.76	m	9
614	sub1198	23.0	f	10
615	sub2898	23.0	f	2
616	sub1277	21.0	f	1
617	sub2357	27.0	f	0
618	sub1904	20.0	f	13
619	sub2841	20.0	f	3
620	sub590	21.0	f	8
621	sub495	47.0	m	2
622	sub3157	27.0	m	3
623	sub897	38.0	f	14
624	sub3057	44.0	m	2
625	sub482	62.8	f	9
626	sub1222	19.0	f	8
627	sub2413	45.0	m	0
628	sub3132	32.0	f	2
629	sub3081	21.0	m	2
630	sub717	19.0	f	4
631	sub1772	54.21	f	9
632	sub1421	25.0	f	4
633	sub413	23.0	m	3
634	sub80	31.0	f	2
635	sub1783	21.0	f	1
636	sub1278	22.0	m	1
637	sub328	37.0	m	3
638	sub270	25.0	f	0
639	sub1635	26.0	f	8
640	sub2562	43.92	f	9
641	sub62	26.0	f	8
642	sub1787	29.0	f	0
643	sub1906	28.0	f	0
644	sub2875	21.0	m	4
645	sub2432	23.0	f	1
646	sub3206	60.95	f	11
647	sub2842	23.0	m	14
648	sub2331	36.0	f	13
649	sub661	27.0	m	8
650	sub866	26.93	f	9
651	sub662	40.0	m	2
652	sub1872	18.0	f	4
653	sub2164	46.0	f	2
654	sub2	19.0	m	3
655	sub1423	22.0	f	0
656	sub2695	22.0	m	8
657	sub2479	20.0	f	14
658	sub2516	41.0	m	2
659	sub2770	21.38	m	9
660	sub3184	43.0	m	2
661	sub925	45.0	f	2
662	sub640	28.0	m	3
663	sub2663	29.0	f	8
664	sub667	70.0	m	14
665	sub1140	29.0	m	9
666	sub1597	24.0	m	0
667	sub1170	48.0	f	2
668	sub851	19.0	f	14
669	sub1072	22.0	f	0
670	sub970	24.0	m	2
671	sub2305	18.0	f	2
672	sub861	55.0	m	2
673	sub2574	29.0	m	8
674	sub221	20.0	m	14
675	sub526	33.0	f	13
676	sub1257	23.0	f	8
677	sub1690	23.0	m	10
678	sub1125	31.0	f	14
679	sub2749	42.97	f	9
680	sub2854	66.02	f	9
681	sub1740	23.0	m	14
682	sub210	49.0	f	2
683	sub1674	23.0	f	3
684	sub76	25.46	m	9
685	sub881	38.0	f	8
686	sub91	52.0	m	2
687	sub1011	32.42	f	9
688	sub2799	20.0	f	2
689	sub3142	58.0	f	2
690	sub2203	40.0	f	10
691	sub1012	49.02	m	9
692	sub2326	19.0	m	4
693	sub655	51.0	m	2
694	sub2240	29.0	m	3
695	sub2856	22.0	m	12
696	sub1593	59.0	f	9
697	sub1652	28.0	m	3
698	sub2159	28.0	f	3
699	sub367	83.56	m	11
700	sub2465	67.77	m	9
701	sub561	25.0	m	4
702	sub3021	30.0	f	8
703	sub592	46.0	f	2
704	sub1953	22.0	f	2
705	sub2398	47.0	f	13
706	sub926	62.0	f	14
707	sub1246	48.0	m	0
708	sub1135	38.0	m	2
709	sub509	26.0	f	2
710	sub432	28.0	f	16
711	sub2434	69.29	f	9
712	sub1608	52.3	f	9
713	sub246	30.0	m	2
714	sub2990	28.0	f	8
715	sub2295	27.0	f	12
716	sub2027	53.33	m	9
717	sub962	22.0	f	14
718	sub3220	30.0	m	0
719	sub181	70.14	f	9
720	sub2838	23.0	m	8
721	sub124	37.77	m	9
722	sub953	21.8097	f	15
723	sub1887	29.0	f	0
724	sub1599	28.44	f	5
725	sub801	55.0	m	2
726	sub577	18.0	f	14
727	sub377	23.0	m	3
728	sub120	22.0	m	4
729	sub2113	56.44	m	9
730	sub2035	20.0	m	3
731	sub1261	72.35	f	9
732	sub1120	20.0	m	8
733	sub1031	59.15	f	9
734	sub670	77.0	f	14
735	sub2248	85.0	f	14
736	sub2561	64.0	m	13
737	sub1507	19.0	m	4
738	sub1029	21.0	m	3
739	sub1898	41.0	f	2
740	sub1808	41.95	f	9
741	sub1114	23.0	m	4
742	sub2373	19.0	f	8
743	sub1761	39.0	m	3
744	sub557	47.07	m	9
745	sub408	59.0	m	14
746	sub1822	40.0	m	13
747	sub2660	19.0	f	4
748	sub1401	36.0	m	2
749	sub1043	83.46	m	9
750	sub1749	46.0	f	0
751	sub1821	22.0	m	2
752	sub2665	28.0	f	3
753	sub2858	24.0	f	1
754	sub519	54.0	f	2
755	sub3089	28.0	m	2
756	sub2596	45.7	m	9
757	sub1273	72.0	m	13
758	sub1533	56.0	m	0
759	sub474	54.0	m	0
760	sub3265	52.0	f	2
761	sub2644	24.0	m	0
762	sub756	34.37	m	9
763	sub1781	22.0	f	13
764	sub634	27.0	m	2
765	sub1979	20.0	m	8
766	sub3104	59.84	f	9
767	sub1626	54.0	m	2
768	sub2436	22.0	f	8
769	sub3046	24.0	m	16
770	sub2677	32.0	f	2
771	sub2011	68.0	m	13
772	sub2244	29.36	f	9
773	sub1194	34.0	f	0
774	sub2636	22.0	m	2
775	sub2144	46.0	m	13
776	sub1859	25.0	m	4
777	sub2051	20.0	m	4
778	sub67	31.0	m	2
779	sub1646	18.0	m	10
780	sub546	21.0	m	4
781	sub3073	22.0	m	0
782	sub2753	41.06	f	9
783	sub102	24.0	m	2
784	sub152	28.0	m	8
785	sub1776	50.0	m	2
786	sub1397	36.16	m	9
787	sub2471	25.0	m	2
788	sub364	29.0	m	2
789	sub2089	56.0	m	7
790	sub2766	55.0	f	0
791	sub2388	24.37	f	5
792	sub589	19.0	m	4
793	sub1274	36.0	m	10
794	sub2890	40.81	m	9
795	sub2339	31.0	m	8
796	sub1167	89.0	f	14
797	sub3186	54.49	f	9
798	sub3298	53.54	f	9
799	sub3072	20.0	f	4
800	sub1028	43.0	m	10
801	sub1856	22.0	f	2
802	sub1838	25.0	m	2
803	sub461	53.0	m	2
804	sub2618	43.16	m	9
805	sub1215	23.0	f	0
806	sub689	58.28	f	9
807	sub1038	25.0	f	1
808	sub2280	24.0	m	2
809	sub1445	37.0	m	14
810	sub2183	22.0	m	14
811	sub1329	22.0	m	0
812	sub2902	20.0	f	4
813	sub727	47.0	m	1
814	sub647	52.0	m	2
815	sub261	24.0	m	4
816	sub450	50.0	f	0
817	sub743	22.0	f	14
818	sub1231	58.38	f	9
819	sub3149	47.0	f	2
820	sub2348	63.0	m	13
821	sub2258	53.41	f	9
822	sub1276	49.0	m	2
823	sub1839	22.0	m	2
824	sub1207	24.0	f	4
825	sub2762	22.0	f	2
826	sub105	19.0	f	4
827	sub664	63.0	f	2
828	sub2355	70.0	m	13
829	sub1719	20.17	m	9
830	sub1455	37.95	m	9
831	sub3289	69.28	m	9
832	sub1300	30.42	m	9
833	sub2752	22.0	f	8
834	sub2217	23.0	m	8
835	sub3027	29.0	f	3
836	sub2117	33.0	m	3
837	sub3	24.0	m	2
838	sub3246	57.0	m	0
839	sub3221	26.0	f	13
840	sub966	21.0	m	3
841	sub591	24.0	m	4
842	sub1621	38.0	m	2
843	sub1841	27.0	f	2
844	sub945	23.0	m	3
845	sub1126	50.0	m	14
846	sub2944	27.71	m	5
847	sub3275	35.0	m	1
848	sub3291	51.0	m	0
849	sub978	21.0	m	14
850	sub1148	28.0	f	2
851	sub486	39.0	f	10
852	sub1713	37.0	m	0
853	sub2361	23.0	m	3
854	sub1286	21.0	f	1
855	sub2679	39.4	f	9
856	sub2299	30.0	f	0
857	sub2510	26.0	f	0
858	sub414	67.85	m	11
859	sub1806	21.0	m	4
860	sub1121	19.0	m	14
861	sub1151	22.0	f	2
862	sub1612	22.0	f	0
863	sub898	23.0	m	4
864	sub2672	33.0	f	0
865	sub585	26.0	f	4
866	sub68	18.0	f	1
867	sub2394	27.0	m	2
868	sub1259	48.0	f	0
869	sub555	22.0	f	4
870	sub2466	54.69	m	9
871	sub2036	38.77	m	9
872	sub1002	19.0	f	4
873	sub878	23.0	f	1
874	sub1385	55.0	f	14
875	sub2080	23.0	f	1
876	sub2500	18.0	m	0
877	sub239	27.0	m	8
878	sub722	55.0	f	2
879	sub428	19.0	f	4
880	sub3276	65.0	m	14
881	sub3042	27.0	m	8
882	sub1732	22.1054	f	15
883	sub0	60.0	f	10
884	sub2277	59.0	f	6
885	sub2779	53.0	f	2
886	sub1328	44.0	m	8
887	sub2610	36.0	m	8
888	sub696	48.0	m	2
889	sub1214	21.0	m	8
890	sub1857	27.0	m	3
891	sub2921	49.4	f	9
892	sub153	45.0	f	0
893	sub1109	31.0	m	0
894	sub1073	37.0	m	2
895	sub1124	31.15	m	5
896	sub951	29.0	f	2
897	sub3102	36.0	f	2
898	sub1615	40.0	f	0
899	sub3194	24.31	f	9
900	sub2267	49.04	f	9
901	sub2847	69.72	f	11
902	sub3158	24.85	m	9
903	sub2475	20.0	f	14
904	sub2929	33.0	m	8
905	sub2230	19.0	f	3
906	sub420	45.0	f	2
907	sub930	43.16	m	9
908	sub308	47.0	m	10
909	sub166	44.0	f	2
910	sub895	49.6	f	9
911	sub2072	23.85	m	9
912	sub942	59.74	f	9
913	sub2322	45.0	f	2
914	sub2174	42.0	m	2
915	sub2917	45.62	m	9
916	sub2928	19.0	m	8
917	sub1598	25.0	m	3
918	sub2646	25.19	m	9
919	sub341	24.0	f	16
920	sub253	20.0	f	1
921	sub1709	23.0	m	0
922	sub2998	27.0	m	0
923	sub418	58.0	f	0
924	sub2090	24.9	f	9
925	sub3200	20.0	f	4
926	sub1542	36.0	f	2
927	sub1955	21.0	f	1
928	sub2747	22.0	f	0
929	sub3191	44.0	m	0
930	sub2863	50.0	m	10
931	sub473	47.0	m	2
932	sub1417	19.0	f	8
933	sub2218	23.0	m	13
934	sub497	21.15	f	9
935	sub1588	71.0	f	14
936	sub2916	65.67	f	9
937	sub2201	37.1	m	9
938	sub363	48.1	f	9
939	sub1282	70.11	m	9
940	sub1634	27.0	m	3
941	sub477	23.0	f	8
942	sub1672	28.46	m	5
943	sub213	65.26	f	9
944	sub2468	18.0	m	8
945	sub1811	50.0	m	14
946	sub2106	49.39	m	9
947	sub882	26.0	f	2
948	sub236	59.73	f	5
949	sub2324	31.0	m	8
