	subject_ID	age	gender	site
184	sub1	26.0	f	0
185	sub1940	57.0	m	2
186	sub1496	21.0	f	14
187	sub2298	57.0	m	14
188	sub376	28.37	f	9
189	sub836	31.0	f	2
190	sub545	21.0	m	13
191	sub732	31.0	m	3
192	sub5	48.0	m	3
193	sub444	19.0	m	16
194	sub2319	35.98	m	9
195	sub2022	50.0	f	13
196	sub1245	19.0	m	10
197	sub505	22.0	m	1
198	sub2213	24.38	m	9
199	sub581	41.1	f	9
200	sub2731	19.0	f	8
201	sub1832	73.0	f	14
202	sub1334	58.57	f	9
203	sub2161	24.0	f	1
204	sub136	23.6386	m	15
205	sub1223	26.0	m	0
206	sub1446	21.0	m	2
207	sub2502	58.79	f	9
208	sub439	19.0	m	3
209	sub257	21.0	f	4
210	sub1006	21.0	f	8
211	sub99	35.0	m	0
212	sub588	65.33	m	9
213	sub2260	78.0	f	14
214	sub3278	34.0	m	12
215	sub3288	24.0	f	0
216	sub117	29.0	m	9
217	sub623	43.0	f	14
218	sub2834	20.0	f	4
219	sub460	25.0	f	0
220	sub2356	43.0	m	2
221	sub2409	30.0	m	2
222	sub1689	59.0	m	2
223	sub2033	60.6	f	9
224	sub282	23.0	f	1
225	sub1408	37.0	m	8
226	sub2028	55.0	f	2
227	sub2012	48.0	m	2
228	sub2970	20.0	m	3
229	sub2941	18.0	m	3
230	sub1994	21.0	f	4
231	sub1869	80.0	f	14
232	sub274	25.0	m	14
233	sub2808	21.0	f	2
234	sub1601	22.0	f	14
235	sub1303	48.0	f	0
236	sub3179	23.0	f	1
237	sub448	28.0	f	0
238	sub1381	22.0	m	8
239	sub2422	71.21	f	9
240	sub3101	26.0	f	0
241	sub2293	55.0	f	2
242	sub1210	35.0	f	2
243	sub483	54.61	f	9
244	sub4	28.0	f	1
245	sub133	28.16	f	9
246	sub77	65.0	f	14
247	sub2025	47.35	m	9
248	sub8	18.0	f	2
249	sub2433	41.0	m	10
250	sub33	80.17	f	9
251	sub1639	21.910999999999998	m	15
252	sub2979	90.0	f	14
253	sub320	26.0	f	14
254	sub11	34.0	f	0
255	sub994	24.0	f	1
256	sub242	54.0	f	7
257	sub747	20.0	f	2
258	sub1528	22.0	f	0
259	sub2171	62.25	f	9
260	sub2207	44.0	f	7
261	sub2981	36.0	f	2
262	sub2463	54.0	f	14
263	sub3011	71.0	f	13
264	sub32	25.0	f	2
265	sub2325	24.0	m	2
266	sub2190	23.0	m	8
267	sub673	25.0	f	0
268	sub668	22.0	m	4
269	sub375	23.0	f	1
270	sub1270	19.0	m	3
271	sub982	38.0	m	13
272	sub82	33.0	f	0
273	sub2169	24.0	f	16
274	sub2555	28.0	m	2
275	sub70	64.0	m	6
276	sub1252	22.0	m	3
277	sub305	21.0	f	2
278	sub2405	22.0	m	0
279	sub2063	35.0	m	0
280	sub2668	29.0	m	3
281	sub2375	29.0	f	2
282	sub1782	50.0	f	13
283	sub447	57.0	m	2
284	sub2026	30.0	m	3
285	sub1996	24.0	m	0
286	sub1820	33.0	f	2
287	sub1851	23.0	f	10
288	sub3271	24.14	f	9
289	sub2223	58.0	f	2
290	sub1759	42.0	f	0
291	sub3257	22.0	m	4
292	sub3122	29.0	m	2
293	sub719	27.0	m	1
294	sub1866	49.0	f	0
295	sub1964	32.0	m	2
296	sub1625	82.0	f	14
297	sub2265	57.86	m	9
298	sub924	22.0	m	10
299	sub1800	44.48	m	9
300	sub1321	25.0	m	2
301	sub2030	39.0	f	2
302	sub3197	23.0	f	8
303	sub799	41.51	f	9
304	sub1150	33.0	m	2
305	sub665	19.0	m	4
306	sub287	23.0	f	1
307	sub2586	21.0	f	0
308	sub1510	21.0	m	4
309	sub385	53.75	m	9
310	sub1560	20.0	f	2
311	sub1830	21.0	m	3
312	sub2756	75.08	f	9
313	sub1748	34.0	m	14
314	sub2075	66.91	f	9
315	sub1262	23.0	f	2
316	sub229	29.34	f	5
317	sub172	47.0	f	13
318	sub2735	21.0	m	2
319	sub1193	28.85	f	5
320	sub2008	21.0	f	0
321	sub1324	21.0	f	14
322	sub2137	27.0	m	14
323	sub1187	27.0	f	0
324	sub2038	46.0	f	2
325	sub1586	28.0	m	2
326	sub754	58.28	f	9
327	sub2897	25.0	f	2
328	sub1570	31.0	m	14
329	sub1628	19.0	m	8
330	sub3240	24.7666	f	15
331	sub2804	20.91	m	9
332	sub834	42.63	f	5
333	sub2975	59.38	f	9
334	sub1437	33.0	m	14
335	sub1036	18.0	m	0
336	sub1199	25.58	f	9
337	sub255	20.7	f	9
338	sub2699	28.87	m	9
339	sub2732	23.0	m	3
340	sub2455	24.0	f	0
341	sub2459	17.0	f	2
342	sub3219	76.52	m	11
343	sub586	26.0	f	1
344	sub1134	23.0	m	13
345	sub1702	22.0	f	0
346	sub2911	23.0	m	14
347	sub2639	32.63	m	5
348	sub1168	21.0	m	1
349	sub2246	23.0	m	12
350	sub2692	23.0	m	8
351	sub2797	41.33	m	9
352	sub2715	25.0	f	8
353	sub13	18.0	f	2
354	sub1907	21.0	f	0
355	sub900	51.88	m	9
356	sub787	26.0	f	16
357	sub16	40.0	f	2
358	sub1062	45.0	f	7
359	sub3280	30.0	m	0
360	sub135	25.13	m	5
361	sub1967	22.0	f	8
362	sub494	50.57	f	9
363	sub1972	47.0	m	13
364	sub2461	38.23	f	9
365	sub815	65.0	f	2
366	sub3164	63.0	f	14
367	sub493	38.0	m	2
368	sub946	18.0	m	3
369	sub1858	21.0	m	16
370	sub1554	24.0	m	4
371	sub1320	54.0	f	2
372	sub2083	47.01	f	9
373	sub1137	27.0	f	8
374	sub1149	38.0	m	2
375	sub2147	46.17	f	9
376	sub2206	48.0	m	0
377	sub1618	29.77	m	9
378	sub1883	22.0	m	8
379	sub1330	39.0	m	7
380	sub1318	30.0	m	2
381	sub3207	20.0	m	3
382	sub3126	63.84	f	9
383	sub1991	49.0	f	14
384	sub2828	32.0	m	2
385	sub1592	25.0	m	16
386	sub575	18.0	m	3
387	sub694	75.0	m	14
388	sub2983	27.0	f	14
389	sub2839	19.0	m	8
390	sub288	43.0	f	2
391	sub2642	20.0	f	2
392	sub1191	30.0	f	0
393	sub959	22.0	m	1
394	sub3043	23.0	f	1
395	sub1376	20.0	f	4
396	sub499	21.0	m	1
397	sub2953	23.0	f	1
398	sub2440	26.0	m	8
399	sub3182	21.0	f	4
400	sub3170	58.0	f	0
401	sub72	43.0	f	7
402	sub323	22.0	m	13
403	sub536	38.0	f	14
404	sub203	66.33	f	9
405	sub37	20.0	f	14
406	sub40	30.0	f	2
407	sub1814	26.0	f	2
408	sub3290	58.0	f	2
409	sub659	23.0	m	4
410	sub3095	46.0	m	13
411	sub901	59.0	f	0
412	sub1802	36.0	m	10
413	sub2395	51.0	f	2
414	sub2801	26.0	m	3
415	sub725	62.0	m	0
416	sub1844	45.0	f	2
417	sub695	42.0	f	2
418	sub1659	23.0	f	1
419	sub540	32.0	m	2
420	sub680	43.0	m	13
421	sub917	60.0	f	7
422	sub507	75.82	m	11
423	sub349	39.0	f	2
424	sub3137	20.0	m	3
425	sub913	22.43	m	9
426	sub3272	22.0	f	2
427	sub2815	25.02	f	9
428	sub2537	24.0	f	0
429	sub1326	71.0	f	14
430	sub1248	23.6769	f	15
431	sub3075	66.91	f	9
432	sub2787	51.29	m	9
433	sub1579	25.0	m	13
434	sub2773	53.0	f	2
435	sub289	26.0	f	16
436	sub2987	54.0	f	2
437	sub249	48.0	m	7
438	sub2167	25.0	m	8
439	sub2341	20.0	f	14
440	sub968	23.0	m	10
441	sub1154	52.5	m	9
442	sub2567	38.0	m	3
443	sub2598	70.33	f	9
444	sub1631	24.0	f	2
445	sub2101	27.0	m	2
446	sub1107	43.0	m	13
447	sub783	25.0	f	2
448	sub1683	26.0	m	1
449	sub1930	19.0	m	4
450	sub1977	20.0	f	14
451	sub1118	45.0	f	14
452	sub2404	18.0	m	2
453	sub2162	21.0	f	4
454	sub407	23.0	m	14
455	sub1227	46.0	m	2
456	sub2547	45.0	m	2
457	sub1224	42.99	m	9
458	sub1462	25.0	f	1
459	sub936	68.0	f	13
460	sub391	25.0	f	8
461	sub1304	48.68	m	9
462	sub334	24.0	f	8
463	sub137	43.0	m	13
464	sub2606	66.95	f	9
465	sub3279	33.0	m	3
466	sub2222	22.0	m	2
467	sub168	21.0	f	2
468	sub1435	32.0	m	3
469	sub884	21.0	f	4
470	sub422	61.0	f	13
471	sub701	19.0	m	10
472	sub565	19.0	m	4
473	sub707	22.0	f	2
474	sub2107	26.0	f	0
475	sub1720	19.0	m	13
476	sub916	25.0	f	0
477	sub1632	23.0	f	3
478	sub1559	90.0	f	14
479	sub2556	48.55	m	9
480	sub2613	25.0	f	0
481	sub1688	19.0	m	3
482	sub1795	23.0	m	8
483	sub1903	28.0	m	2
484	sub1602	22.0	f	8
485	sub294	22.53	f	9
486	sub831	56.0	f	0
487	sub2573	31.0	m	2
488	sub1948	23.0	m	8
489	sub61	24.0	m	8
490	sub1778	63.39	f	9
491	sub319	53.0	m	0
492	sub1959	19.0	f	14
493	sub145	33.0	f	0
494	sub1413	29.0	m	14
495	sub2888	33.0	m	2
496	sub981	25.0	m	3
497	sub856	32.0	f	2
498	sub1780	32.0	f	8
499	sub2995	46.3	m	9
500	sub1398	52.0	f	2
501	sub1715	25.0	f	1
502	sub2980	22.0	m	2
503	sub705	35.0	m	2
504	sub1474	23.0	m	8
505	sub2484	28.0	f	12
506	sub2062	23.0	m	2
507	sub563	21.0	f	16
508	sub2637	24.62	f	9
509	sub1463	20.0	f	8
510	sub3063	33.28	f	5
511	sub2389	80.84	m	11
512	sub583	27.0	m	2
513	sub2851	25.0	m	8
514	sub2039	63.42	m	9
515	sub723	56.0	m	0
516	sub209	51.0	m	2
517	sub291	46.0	m	10
518	sub1361	25.0	f	2
519	sub1649	78.58	f	9
520	sub1666	51.0	m	2
521	sub3020	30.0	m	10
522	sub839	30.0	m	7
523	sub1947	19.0	f	8
524	sub535	22.0	m	1
525	sub3040	20.0	f	13
526	sub3121	25.0	f	8
527	sub1502	64.0	f	13
528	sub1886	23.0	f	14
529	sub1233	24.0	m	8
530	sub2400	37.0	m	0
531	sub66	41.0	f	2
532	sub1492	23.0	m	0
533	sub2021	23.0	m	2
534	sub1932	45.86	m	9
535	sub584	44.0	m	13
536	sub3210	30.0	m	3
537	sub1847	57.0	f	2
538	sub1973	24.28	m	9
539	sub3003	33.0	m	1
540	sub216	51.0	m	2
541	sub3202	25.0	m	0
542	sub1655	28.48	f	9
543	sub1077	30.0	f	8
544	sub2165	26.0	m	0
545	sub2057	44.0	m	2
546	sub869	23.0965	f	15
547	sub3247	32.94	m	9
548	sub2097	21.0	f	1
549	sub1422	40.0	f	0
550	sub1610	66.37	m	9
551	sub2907	28.0	m	3
552	sub2088	38.0	m	2
553	sub2906	55.12	m	9
554	sub1110	62.74	m	9
555	sub219	53.0	m	0
556	sub1786	60.0	f	13
557	sub2141	25.0	m	1
558	sub1395	39.0	f	2
559	sub1256	33.0	m	2
560	sub1302	22.0	m	0
561	sub2310	21.0	m	4
562	sub1019	18.0	m	0
563	sub63	32.0	m	3
564	sub1055	55.09	m	9
565	sub632	29.0	m	7
566	sub3195	24.0	m	2
567	sub2079	65.0	f	1
568	sub1488	33.0	m	14
569	sub1988	81.0	f	14
570	sub551	57.0	f	2
571	sub2976	22.0	m	3
572	sub183	30.01	m	9
573	sub2932	61.0	m	0
574	sub419	21.0	f	8
575	sub862	25.0	f	8
576	sub3172	49.37	f	5
577	sub2018	26.0	f	2
578	sub3110	24.0	m	3
579	sub205	67.0	m	13
580	sub1269	30.0	m	8
581	sub612	31.0	m	1
582	sub697	45.77	m	9
583	sub597	31.0	f	2
584	sub2314	44.0	m	0
585	sub1678	35.41	f	9
586	sub149	46.0	m	13
587	sub1657	20.0	f	4
588	sub1146	21.0	f	8
589	sub2403	20.0	f	8
590	sub2202	72.83	f	11
591	sub855	60.92	f	9
592	sub1414	24.0	m	0
593	sub3295	24.34	f	9
594	sub1003	21.0	m	0
595	sub1142	62.46	f	9
596	sub96	61.0	f	0
597	sub2494	44.0	m	10
598	sub1596	54.28	m	9
599	sub189	29.0	m	2
600	sub827	21.0	m	8
601	sub1577	22.0	f	0
602	sub1198	23.0	f	10
603	sub2898	23.0	f	2
604	sub769	46.01	f	9
605	sub1277	21.0	f	1
606	sub1904	20.0	f	13
607	sub2841	20.0	f	3
608	sub590	21.0	f	8
609	sub495	47.0	m	2
610	sub3157	27.0	m	3
611	sub897	38.0	f	14
612	sub3057	44.0	m	2
613	sub482	62.8	f	9
614	sub1222	19.0	f	8
615	sub1219	55.0	m	0
616	sub3081	21.0	m	2
617	sub717	19.0	f	4
618	sub1421	25.0	f	4
619	sub413	23.0	m	3
620	sub80	31.0	f	2
621	sub328	37.0	m	3
622	sub270	25.0	f	0
623	sub1635	26.0	f	8
624	sub1787	29.0	f	0
625	sub1906	28.0	f	0
626	sub3120	25.0	m	2
627	sub2875	21.0	m	4
628	sub2432	23.0	f	1
629	sub3206	60.95	f	11
630	sub2842	23.0	m	14
631	sub661	27.0	m	8
632	sub662	40.0	m	2
633	sub2621	37.7	f	9
634	sub3155	22.0	m	14
635	sub1872	18.0	f	4
636	sub2164	46.0	f	2
637	sub2	19.0	m	3
638	sub1431	45.0	f	0
639	sub1561	52.0	f	2
640	sub1423	22.0	f	0
641	sub2695	22.0	m	8
642	sub2479	20.0	f	14
643	sub2770	21.38	m	9
644	sub3184	43.0	m	2
645	sub925	45.0	f	2
646	sub2655	30.0	m	12
647	sub640	28.0	m	3
648	sub2663	29.0	f	8
649	sub2050	23.11	f	9
650	sub667	70.0	m	14
651	sub2583	74.99	m	9
652	sub1140	29.0	m	9
653	sub2279	22.0	m	3
654	sub603	66.9	f	11
655	sub1072	22.0	f	0
656	sub970	24.0	m	2
657	sub861	55.0	m	2
658	sub858	54.0	f	0
659	sub2574	29.0	m	8
660	sub1390	22.0	f	4
661	sub221	20.0	m	14
662	sub526	33.0	f	13
663	sub1640	42.51	f	9
664	sub1257	23.0	f	8
665	sub1690	23.0	m	10
666	sub20	21.0	m	13
667	sub2749	42.97	f	9
668	sub2854	66.02	f	9
669	sub1740	23.0	m	14
670	sub1674	23.0	f	3
671	sub76	25.46	m	9
672	sub881	38.0	f	8
673	sub983	22.0	m	8
674	sub321	56.0	f	7
675	sub2799	20.0	f	2
676	sub3142	58.0	f	2
677	sub2844	43.0	m	3
678	sub2203	40.0	f	10
679	sub1012	49.02	m	9
680	sub655	51.0	m	2
681	sub1306	67.33	f	9
682	sub2240	29.0	m	3
683	sub2856	22.0	m	12
684	sub1593	59.0	f	9
685	sub1652	28.0	m	3
686	sub2159	28.0	f	3
687	sub367	83.56	m	11
688	sub2465	67.77	m	9
689	sub2336	50.0	m	2
690	sub561	25.0	m	4
691	sub3021	30.0	f	8
692	sub592	46.0	f	2
693	sub2572	57.0	m	2
694	sub1953	22.0	f	2
695	sub2398	47.0	f	13
696	sub1854	30.0	m	2
697	sub1246	48.0	m	0
698	sub1449	24.0	m	2
699	sub1135	38.0	m	2
700	sub509	26.0	f	2
701	sub2434	69.29	f	9
702	sub1608	52.3	f	9
703	sub246	30.0	m	2
704	sub78	35.8	f	9
705	sub2295	27.0	f	12
706	sub529	39.04	m	5
707	sub2027	53.33	m	9
708	sub962	22.0	f	14
709	sub3220	30.0	m	0
710	sub181	70.14	f	9
711	sub1084	24.0	f	2
712	sub2838	23.0	m	8
713	sub124	37.77	m	9
714	sub1887	29.0	f	0
715	sub1599	28.44	f	5
716	sub801	55.0	m	2
717	sub577	18.0	f	14
718	sub377	23.0	m	3
719	sub120	22.0	m	4
720	sub2113	56.44	m	9
721	sub2035	20.0	m	3
722	sub2943	20.21	m	9
723	sub1261	72.35	f	9
724	sub2263	27.0	f	2
725	sub1031	59.15	f	9
726	sub670	77.0	f	14
727	sub2248	85.0	f	14
728	sub1507	19.0	m	4
729	sub1029	21.0	m	3
730	sub1898	41.0	f	2
731	sub2373	19.0	f	8
732	sub1761	39.0	m	3
733	sub557	47.07	m	9
734	sub408	59.0	m	14
735	sub2660	19.0	f	4
736	sub1401	36.0	m	2
737	sub2743	35.99	f	9
738	sub2071	36.0	m	3
739	sub1043	83.46	m	9
740	sub1749	46.0	f	0
741	sub1908	26.0	f	2
742	sub2665	28.0	f	3
743	sub519	54.0	f	2
744	sub3089	28.0	m	2
745	sub2596	45.7	m	9
746	sub2281	45.0	f	2
747	sub104	54.74	f	9
748	sub1122	22.0	f	1
749	sub474	54.0	m	0
750	sub3265	52.0	f	2
751	sub2644	24.0	m	0
752	sub756	34.37	m	9
753	sub2352	46.0	m	2
754	sub1781	22.0	f	13
755	sub558	21.0	m	13
756	sub1979	20.0	m	8
757	sub1004	28.0	m	8
758	sub3104	59.84	f	9
759	sub1626	54.0	m	2
760	sub2436	22.0	f	8
761	sub3046	24.0	m	16
762	sub2011	68.0	m	13
763	sub2244	29.36	f	9
764	sub1061	69.69	f	9
765	sub1313	21.0	m	8
766	sub2636	22.0	m	2
767	sub2144	46.0	m	13
768	sub1859	25.0	m	4
769	sub2051	20.0	m	4
770	sub3073	22.0	m	0
771	sub1569	20.0	f	8
772	sub171	28.0	f	0
773	sub618	25.0	f	1
774	sub102	24.0	m	2
775	sub1943	20.0	f	2
776	sub152	28.0	m	8
777	sub1776	50.0	m	2
778	sub1397	36.16	m	9
779	sub2471	25.0	m	2
780	sub2089	56.0	m	7
781	sub2766	55.0	f	0
782	sub2388	24.37	f	5
783	sub589	19.0	m	4
784	sub1274	36.0	m	10
785	sub2918	22.0	m	14
786	sub2890	40.81	m	9
787	sub84	39.04	m	9
788	sub3269	48.0	f	2
789	sub2339	31.0	m	8
790	sub1167	89.0	f	14
791	sub714	28.0	f	13
792	sub3298	53.54	f	9
793	sub2876	22.0	m	1
794	sub3072	20.0	f	4
795	sub1028	43.0	m	10
796	sub1856	22.0	f	2
797	sub1838	25.0	m	2
798	sub949	21.0	m	8
799	sub1949	56.0	m	2
800	sub689	58.28	f	9
801	sub1038	25.0	f	1
802	sub2280	24.0	m	2
803	sub1445	37.0	m	14
804	sub2183	22.0	m	14
805	sub1329	22.0	m	0
806	sub2902	20.0	f	4
807	sub727	47.0	m	1
808	sub647	52.0	m	2
809	sub261	24.0	m	4
810	sub450	50.0	f	0
811	sub743	22.0	f	14
812	sub2428	59.67	f	9
813	sub2703	26.0	m	10
814	sub1231	58.38	f	9
815	sub3149	47.0	f	2
816	sub2258	53.41	f	9
817	sub1276	49.0	m	2
818	sub3091	30.0	f	7
819	sub1594	37.0	m	3
820	sub1207	24.0	f	4
821	sub2762	22.0	f	2
822	sub105	19.0	f	4
823	sub664	63.0	f	2
824	sub2355	70.0	m	13
825	sub1455	37.95	m	9
826	sub2543	22.0	f	13
827	sub3289	69.28	m	9
828	sub2752	22.0	f	8
829	sub1420	20.0	m	4
830	sub3	24.0	m	2
831	sub3246	57.0	m	0
832	sub3221	26.0	f	13
833	sub591	24.0	m	4
834	sub1621	38.0	m	2
835	sub122	56.0	m	0
836	sub1312	50.0	f	10
837	sub741	46.59	f	9
838	sub1126	50.0	m	14
839	sub3275	35.0	m	1
840	sub3291	51.0	m	0
841	sub978	21.0	m	14
842	sub1148	28.0	f	2
843	sub1713	37.0	m	0
844	sub2361	23.0	m	3
845	sub2679	39.4	f	9
846	sub2299	30.0	f	0
847	sub2510	26.0	f	0
848	sub414	67.85	m	11
849	sub1806	21.0	m	4
850	sub1151	22.0	f	2
851	sub1612	22.0	f	0
852	sub898	23.0	m	4
853	sub585	26.0	f	4
854	sub2394	27.0	m	2
855	sub1259	48.0	f	0
856	sub555	22.0	f	4
857	sub1984	28.0	m	2
858	sub2466	54.69	m	9
859	sub2036	38.77	m	9
860	sub508	61.0	f	0
861	sub1002	19.0	f	4
862	sub878	23.0	f	1
863	sub1385	55.0	f	14
864	sub2500	18.0	m	0
865	sub239	27.0	m	8
866	sub722	55.0	f	2
867	sub428	19.0	f	4
868	sub3276	65.0	m	14
869	sub3042	27.0	m	8
870	sub1732	22.1054	f	15
871	sub0	60.0	f	10
872	sub2610	36.0	m	8
873	sub1214	21.0	m	8
874	sub1857	27.0	m	3
875	sub2921	49.4	f	9
876	sub153	45.0	f	0
877	sub335	52.0	f	0
878	sub1109	31.0	m	0
879	sub2690	25.0	m	3
880	sub1073	37.0	m	2
881	sub1124	31.15	m	5
882	sub951	29.0	f	2
883	sub3102	36.0	f	2
884	sub1615	40.0	f	0
885	sub3194	24.31	f	9
886	sub2267	49.04	f	9
887	sub3158	24.85	m	9
888	sub2475	20.0	f	14
889	sub420	45.0	f	2
890	sub1828	56.0	f	1
891	sub930	43.16	m	9
892	sub308	47.0	m	10
893	sub166	44.0	f	2
894	sub895	49.6	f	9
895	sub2072	23.85	m	9
896	sub2322	45.0	f	2
897	sub1188	19.0	f	4
898	sub2174	42.0	m	2
899	sub2905	23.0	f	4
900	sub2917	45.62	m	9
901	sub2928	19.0	m	8
902	sub1598	25.0	m	3
903	sub341	24.0	f	16
904	sub253	20.0	f	1
905	sub1709	23.0	m	0
906	sub2998	27.0	m	0
907	sub418	58.0	f	0
908	sub3251	30.0	m	1
909	sub2910	28.0	m	3
910	sub2968	21.0	m	14
911	sub3200	20.0	f	4
912	sub1542	36.0	f	2
913	sub1955	21.0	f	1
914	sub2747	22.0	f	0
915	sub549	24.0	m	2
916	sub3191	44.0	m	0
917	sub2863	50.0	m	10
918	sub338	25.0	f	8
919	sub832	23.0	f	0
920	sub2778	24.0	f	14
921	sub473	47.0	m	2
922	sub1735	20.0	m	4
923	sub2218	23.0	m	13
924	sub2916	65.67	f	9
925	sub2359	19.0	m	3
926	sub928	24.0	f	2
927	sub2229	34.0	m	2
928	sub363	48.1	f	9
929	sub1217	46.0	f	2
930	sub1282	70.11	m	9
931	sub1634	27.0	m	3
932	sub477	23.0	f	8
933	sub1672	28.46	m	5
934	sub213	65.26	f	9
935	sub2468	18.0	m	8
936	sub1817	73.0	f	14
937	sub1811	50.0	m	14
938	sub2106	49.39	m	9
939	sub2825	72.59	f	9
940	sub236	59.73	f	5
941	sub2324	31.0	m	8
942	sub977	36.0	m	0
943	sub2739	40.0	m	2
944	sub2870	28.0	f	2
945	sub1183	24.0	f	2
946	sub3123	42.0	m	3
947	sub2529	78.0	f	13
948	sub1491	20.0	f	14
949	sub2820	59.47	m	9
