	subject_ID	age	gender	site
217	sub588	65.33	m	9
218	sub720	30.0	m	2
219	sub1429	24.0	m	8
220	sub3278	34.0	m	12
221	sub3288	24.0	f	0
222	sub117	29.0	m	9
223	sub623	43.0	f	14
224	sub2834	20.0	f	4
225	sub3138	39.18	m	9
226	sub460	25.0	f	0
227	sub2356	43.0	m	2
228	sub2409	30.0	m	2
229	sub2763	26.64	f	5
230	sub282	23.0	f	1
231	sub1408	37.0	m	8
232	sub2632	21.0	f	1
233	sub2012	48.0	m	2
234	sub1705	69.55	m	9
235	sub2970	20.0	m	3
236	sub2941	18.0	m	3
237	sub1080	18.0	m	8
238	sub1994	21.0	f	4
239	sub1869	80.0	f	14
240	sub2808	21.0	f	2
241	sub1303	48.0	f	0
242	sub3179	23.0	f	1
243	sub1381	22.0	m	8
244	sub2422	71.21	f	9
245	sub3101	26.0	f	0
246	sub2293	55.0	f	2
247	sub2884	22.0	f	8
248	sub483	54.61	f	9
249	sub4	28.0	f	1
250	sub133	28.16	f	9
251	sub184	25.0	f	8
252	sub2025	47.35	m	9
253	sub3299	49.0	f	2
254	sub33	80.17	f	9
255	sub1639	21.910999999999998	m	15
256	sub2780	25.0	f	8
257	sub736	25.0	f	0
258	sub320	26.0	f	14
259	sub11	34.0	f	0
260	sub214	25.0	m	1
261	sub2031	26.0	m	2
262	sub747	20.0	f	2
263	sub2894	26.0	f	2
264	sub1528	22.0	f	0
265	sub2171	62.25	f	9
266	sub2207	44.0	f	7
267	sub2981	36.0	f	2
268	sub1086	57.0	f	14
269	sub32	25.0	f	2
270	sub2325	24.0	m	2
271	sub673	25.0	f	0
272	sub2354	26.0	m	8
273	sub982	38.0	m	13
274	sub82	33.0	f	0
275	sub2169	24.0	f	16
276	sub70	64.0	m	6
277	sub1252	22.0	m	3
278	sub1451	23.0	f	8
279	sub305	21.0	f	2
280	sub2405	22.0	m	0
281	sub1562	46.0	f	14
282	sub2063	35.0	m	0
283	sub1782	50.0	f	13
284	sub447	57.0	m	2
285	sub2026	30.0	m	3
286	sub1820	33.0	f	2
287	sub3271	24.14	f	9
288	sub2223	58.0	f	2
289	sub1759	42.0	f	0
290	sub140	70.95	f	9
291	sub3257	22.0	m	4
292	sub3122	29.0	m	2
293	sub1866	49.0	f	0
294	sub1964	32.0	m	2
295	sub3048	23.0	m	1
296	sub924	22.0	m	10
297	sub1800	44.48	m	9
298	sub1037	22.0	m	14
299	sub2030	39.0	f	2
300	sub3197	23.0	f	8
301	sub799	41.51	f	9
302	sub1150	33.0	m	2
303	sub1510	21.0	m	4
304	sub1557	19.0	m	1
305	sub1074	31.0	f	2
306	sub1440	64.66	f	9
307	sub1560	20.0	f	2
308	sub1830	21.0	m	3
309	sub2109	23.96	f	5
310	sub2756	75.08	f	9
311	sub100	81.0	m	14
312	sub2075	66.91	f	9
313	sub1262	23.0	f	2
314	sub229	29.34	f	5
315	sub1754	30.0	f	14
316	sub172	47.0	f	13
317	sub2735	21.0	m	2
318	sub1193	28.85	f	5
319	sub1324	21.0	f	14
320	sub2707	20.0	m	1
321	sub2137	27.0	m	14
322	sub2038	46.0	f	2
323	sub1586	28.0	m	2
324	sub754	58.28	f	9
325	sub2287	28.0	f	0
326	sub2897	25.0	f	2
327	sub3240	24.7666	f	15
328	sub2804	20.91	m	9
329	sub834	42.63	f	5
330	sub2194	28.0	f	1
331	sub782	48.0	f	2
332	sub1437	33.0	m	14
333	sub1036	18.0	m	0
334	sub525	23.0	m	2
335	sub1199	25.58	f	9
336	sub255	20.7	f	9
337	sub903	34.0	f	2
338	sub2699	28.87	m	9
339	sub2420	22.0	f	16
340	sub2732	23.0	m	3
341	sub2455	24.0	f	0
342	sub2459	17.0	f	2
343	sub3219	76.52	m	11
344	sub586	26.0	f	1
345	sub849	30.67	m	9
346	sub1134	23.0	m	13
347	sub2386	24.0	f	14
348	sub1702	22.0	f	0
349	sub2911	23.0	m	14
350	sub2246	23.0	m	12
351	sub2692	23.0	m	8
352	sub2797	41.33	m	9
353	sub900	51.88	m	9
354	sub3201	64.0	m	2
355	sub1374	24.0	m	13
356	sub787	26.0	f	16
357	sub3280	30.0	m	0
358	sub2024	26.0	m	3
359	sub135	25.13	m	5
360	sub1967	22.0	f	8
361	sub494	50.57	f	9
362	sub2461	38.23	f	9
363	sub815	65.0	f	2
364	sub3164	63.0	f	14
365	sub2002	33.92	m	9
366	sub493	38.0	m	2
367	sub946	18.0	m	3
368	sub1858	21.0	m	16
369	sub1554	24.0	m	4
370	sub1320	54.0	f	2
371	sub2083	47.01	f	9
372	sub3243	19.0	f	8
373	sub3036	57.21	f	9
374	sub1149	38.0	m	2
375	sub2147	46.17	f	9
376	sub1618	29.77	m	9
377	sub1113	20.0	m	1
378	sub1883	22.0	m	8
379	sub1330	39.0	m	7
380	sub207	21.3	f	15
381	sub3126	63.84	f	9
382	sub1991	49.0	f	14
383	sub1468	23.0	m	3
384	sub2828	32.0	m	2
385	sub575	18.0	m	3
386	sub694	75.0	m	14
387	sub2983	27.0	f	14
388	sub288	43.0	f	2
389	sub890	30.0	f	8
390	sub2642	20.0	f	2
391	sub1826	46.0	m	3
392	sub1191	30.0	f	0
393	sub3043	23.0	f	1
394	sub1376	20.0	f	4
395	sub499	21.0	m	1
396	sub2276	25.0	m	3
397	sub2953	23.0	f	1
398	sub1288	25.0	m	3
399	sub2440	26.0	m	8
400	sub2406	47.0	f	2
401	sub3182	21.0	f	4
402	sub3170	58.0	f	0
403	sub72	43.0	f	7
404	sub1459	22.0	f	8
405	sub203	66.33	f	9
406	sub1814	26.0	f	2
407	sub3290	58.0	f	2
408	sub3095	46.0	m	13
409	sub901	59.0	f	0
410	sub883	35.45	m	9
411	sub2395	51.0	f	2
412	sub2801	26.0	m	3
413	sub2496	20.0	m	14
414	sub725	62.0	m	0
415	sub1844	45.0	f	2
416	sub695	42.0	f	2
417	sub1659	23.0	f	1
418	sub540	32.0	m	2
419	sub2931	34.48	f	9
420	sub22	26.0	m	3
421	sub680	43.0	m	13
422	sub917	60.0	f	7
423	sub398	54.0	f	0
424	sub349	39.0	f	2
425	sub913	22.43	m	9
426	sub3272	22.0	f	2
427	sub1756	50.0	f	2
428	sub2815	25.02	f	9
429	sub1326	71.0	f	14
430	sub1248	23.6769	f	15
431	sub2787	51.29	m	9
432	sub2773	53.0	f	2
433	sub3033	19.0	f	4
434	sub289	26.0	f	16
435	sub857	21.0	m	14
436	sub807	69.0	f	14
437	sub2987	54.0	f	2
438	sub249	48.0	m	7
439	sub2167	25.0	m	8
440	sub2341	20.0	f	14
441	sub2567	38.0	m	3
442	sub2598	70.33	f	9
443	sub1631	24.0	f	2
444	sub2101	27.0	m	2
445	sub1458	24.0	m	8
446	sub1107	43.0	m	13
447	sub1683	26.0	m	1
448	sub1930	19.0	m	4
449	sub1977	20.0	f	14
450	sub544	20.0	f	1
451	sub1118	45.0	f	14
452	sub2162	21.0	f	4
453	sub407	23.0	m	14
454	sub1470	68.48	m	9
455	sub1227	46.0	m	2
456	sub936	68.0	f	13
457	sub391	25.0	f	8
458	sub334	24.0	f	8
459	sub137	43.0	m	13
460	sub2606	66.95	f	9
461	sub3279	33.0	m	3
462	sub3024	31.0	m	0
463	sub2222	22.0	m	2
464	sub168	21.0	f	2
465	sub1435	32.0	m	3
466	sub991	19.0	m	8
467	sub1412	35.0	f	2
468	sub884	21.0	f	4
469	sub701	19.0	m	10
470	sub565	19.0	m	4
471	sub707	22.0	f	2
472	sub1404	34.0	m	8
473	sub2713	44.0	m	0
474	sub2107	26.0	f	0
475	sub285	59.0	f	0
476	sub916	25.0	f	0
477	sub1632	23.0	f	3
478	sub3241	27.0	m	1
479	sub2556	48.55	m	9
480	sub2613	25.0	f	0
481	sub1688	19.0	m	3
482	sub1795	23.0	m	8
483	sub1903	28.0	m	2
484	sub1602	22.0	f	8
485	sub294	22.53	f	9
486	sub831	56.0	f	0
487	sub1034	34.0	f	2
488	sub1948	23.0	m	8
489	sub296	22.0	f	3
490	sub1311	26.0	m	4
491	sub1778	63.39	f	9
492	sub319	53.0	m	0
493	sub1701	25.0	m	0
494	sub145	33.0	f	0
495	sub2888	33.0	m	2
496	sub856	32.0	f	2
497	sub1398	52.0	f	2
498	sub1221	55.0	f	2
499	sub1715	25.0	f	1
500	sub2526	56.87	m	9
501	sub2980	22.0	m	2
502	sub705	35.0	m	2
503	sub1474	23.0	m	8
504	sub2484	28.0	f	12
505	sub614	47.0	f	2
506	sub563	21.0	f	16
507	sub2637	24.62	f	9
508	sub1463	20.0	f	8
509	sub2389	80.84	m	11
510	sub583	27.0	m	2
511	sub2851	25.0	m	8
512	sub2039	63.42	m	9
513	sub209	51.0	m	2
514	sub291	46.0	m	10
515	sub1361	25.0	f	2
516	sub1348	31.0	f	2
517	sub1649	78.58	f	9
518	sub1666	51.0	m	2
519	sub839	30.0	m	7
520	sub1947	19.0	f	8
521	sub535	22.0	m	1
522	sub3121	25.0	f	8
523	sub1502	64.0	f	13
524	sub1886	23.0	f	14
525	sub1097	90.0	f	14
526	sub1233	24.0	m	8
527	sub2400	37.0	m	0
528	sub2131	31.0	f	2
529	sub66	41.0	f	2
530	sub1226	61.34	f	9
531	sub1492	23.0	m	0
532	sub1963	29.0	f	2
533	sub2021	23.0	m	2
534	sub669	21.0	f	2
535	sub1932	45.86	m	9
536	sub1684	31.46	m	9
537	sub584	44.0	m	13
538	sub3210	30.0	m	3
539	sub1973	24.28	m	9
540	sub1083	34.24	f	9
541	sub216	51.0	m	2
542	sub3202	25.0	m	0
543	sub3092	34.0	m	2
544	sub1655	28.48	f	9
545	sub2165	26.0	m	0
546	sub2057	44.0	m	2
547	sub412	75.97	f	9
548	sub869	23.0965	f	15
549	sub528	28.0	m	2
550	sub3247	32.94	m	9
551	sub2097	21.0	f	1
552	sub1422	40.0	f	0
553	sub1610	66.37	m	9
554	sub2907	28.0	m	3
555	sub2088	38.0	m	2
556	sub1110	62.74	m	9
557	sub219	53.0	m	0
558	sub1786	60.0	f	13
559	sub2141	25.0	m	1
560	sub1395	39.0	f	2
561	sub1917	25.0	f	1
562	sub1256	33.0	m	2
563	sub2310	21.0	m	4
564	sub1019	18.0	m	0
565	sub2634	55.22	f	9
566	sub1055	55.09	m	9
567	sub632	29.0	m	7
568	sub1375	55.17	m	9
569	sub3195	24.0	m	2
570	sub2079	65.0	f	1
571	sub1488	33.0	m	14
572	sub1988	81.0	f	14
573	sub551	57.0	f	2
574	sub1885	47.0	f	0
575	sub2327	22.0	f	1
576	sub2976	22.0	m	3
577	sub183	30.01	m	9
578	sub2932	61.0	m	0
579	sub419	21.0	f	8
580	sub58	47.0	m	2
581	sub862	25.0	f	8
582	sub1365	35.0	f	2
583	sub830	39.38	m	9
584	sub3172	49.37	f	5
585	sub2018	26.0	f	2
586	sub205	67.0	m	13
587	sub612	31.0	m	1
588	sub597	31.0	f	2
589	sub2314	44.0	m	0
590	sub1678	35.41	f	9
591	sub149	46.0	m	13
592	sub1657	20.0	f	4
593	sub1146	21.0	f	8
594	sub2403	20.0	f	8
595	sub2202	72.83	f	11
596	sub855	60.92	f	9
597	sub3295	24.34	f	9
598	sub1003	21.0	m	0
599	sub1467	78.07	m	9
600	sub2332	30.0	m	2
601	sub1142	62.46	f	9
602	sub96	61.0	f	0
603	sub2494	44.0	m	10
604	sub1596	54.28	m	9
605	sub189	29.0	m	2
606	sub932	24.0	m	8
607	sub827	21.0	m	8
608	sub1577	22.0	f	0
609	sub28	24.76	m	9
610	sub1198	23.0	f	10
611	sub2898	23.0	f	2
612	sub769	46.01	f	9
613	sub1277	21.0	f	1
614	sub2357	27.0	f	0
615	sub1904	20.0	f	13
616	sub2841	20.0	f	3
617	sub590	21.0	f	8
618	sub897	38.0	f	14
619	sub3057	44.0	m	2
620	sub1222	19.0	f	8
621	sub2413	45.0	m	0
622	sub1219	55.0	m	0
623	sub3132	32.0	f	2
624	sub3081	21.0	m	2
625	sub717	19.0	f	4
626	sub1772	54.21	f	9
627	sub1421	25.0	f	4
628	sub413	23.0	m	3
629	sub1783	21.0	f	1
630	sub1278	22.0	m	1
631	sub328	37.0	m	3
632	sub2562	43.92	f	9
633	sub62	26.0	f	8
634	sub1787	29.0	f	0
635	sub1906	28.0	f	0
636	sub3120	25.0	m	2
637	sub2875	21.0	m	4
638	sub2842	23.0	m	14
639	sub2331	36.0	f	13
640	sub661	27.0	m	8
641	sub866	26.93	f	9
642	sub2621	37.7	f	9
643	sub3155	22.0	m	14
644	sub1872	18.0	f	4
645	sub2	19.0	m	3
646	sub1431	45.0	f	0
647	sub1561	52.0	f	2
648	sub2479	20.0	f	14
649	sub2516	41.0	m	2
650	sub2770	21.38	m	9
651	sub3184	43.0	m	2
652	sub925	45.0	f	2
653	sub2655	30.0	m	12
654	sub2663	29.0	f	8
655	sub2050	23.11	f	9
656	sub2583	74.99	m	9
657	sub1140	29.0	m	9
658	sub2279	22.0	m	3
659	sub603	66.9	f	11
660	sub1597	24.0	m	0
661	sub1170	48.0	f	2
662	sub851	19.0	f	14
663	sub2305	18.0	f	2
664	sub861	55.0	m	2
665	sub858	54.0	f	0
666	sub2574	29.0	m	8
667	sub1390	22.0	f	4
668	sub221	20.0	m	14
669	sub526	33.0	f	13
670	sub1640	42.51	f	9
671	sub1690	23.0	m	10
672	sub1125	31.0	f	14
673	sub20	21.0	m	13
674	sub2749	42.97	f	9
675	sub2854	66.02	f	9
676	sub1740	23.0	m	14
677	sub210	49.0	f	2
678	sub1674	23.0	f	3
679	sub76	25.46	m	9
680	sub881	38.0	f	8
681	sub91	52.0	m	2
682	sub1011	32.42	f	9
683	sub983	22.0	m	8
684	sub321	56.0	f	7
685	sub2799	20.0	f	2
686	sub3142	58.0	f	2
687	sub2844	43.0	m	3
688	sub2203	40.0	f	10
689	sub1012	49.02	m	9
690	sub2326	19.0	m	4
691	sub1306	67.33	f	9
692	sub2240	29.0	m	3
693	sub2856	22.0	m	12
694	sub1593	59.0	f	9
695	sub367	83.56	m	11
696	sub2465	67.77	m	9
697	sub2336	50.0	m	2
698	sub561	25.0	m	4
699	sub3021	30.0	f	8
700	sub592	46.0	f	2
701	sub2572	57.0	m	2
702	sub2398	47.0	f	13
703	sub1854	30.0	m	2
704	sub926	62.0	f	14
705	sub1449	24.0	m	2
706	sub432	28.0	f	16
707	sub246	30.0	m	2
708	sub2990	28.0	f	8
709	sub78	35.8	f	9
710	sub2295	27.0	f	12
711	sub529	39.04	m	5
712	sub2027	53.33	m	9
713	sub962	22.0	f	14
714	sub3220	30.0	m	0
715	sub1084	24.0	f	2
716	sub124	37.77	m	9
717	sub953	21.8097	f	15
718	sub1887	29.0	f	0
719	sub1599	28.44	f	5
720	sub801	55.0	m	2
721	sub377	23.0	m	3
722	sub2943	20.21	m	9
723	sub1261	72.35	f	9
724	sub2263	27.0	f	2
725	sub1120	20.0	m	8
726	sub1031	59.15	f	9
727	sub670	77.0	f	14
728	sub2248	85.0	f	14
729	sub2561	64.0	m	13
730	sub1029	21.0	m	3
731	sub1808	41.95	f	9
732	sub1114	23.0	m	4
733	sub1761	39.0	m	3
734	sub408	59.0	m	14
735	sub1822	40.0	m	13
736	sub1401	36.0	m	2
737	sub2743	35.99	f	9
738	sub2071	36.0	m	3
739	sub1043	83.46	m	9
740	sub1821	22.0	m	2
741	sub1908	26.0	f	2
742	sub2665	28.0	f	3
743	sub2858	24.0	f	1
744	sub519	54.0	f	2
745	sub2596	45.7	m	9
746	sub2281	45.0	f	2
747	sub104	54.74	f	9
748	sub1273	72.0	m	13
749	sub1533	56.0	m	0
750	sub1122	22.0	f	1
751	sub756	34.37	m	9
752	sub2352	46.0	m	2
753	sub1781	22.0	f	13
754	sub558	21.0	m	13
755	sub634	27.0	m	2
756	sub1979	20.0	m	8
757	sub1004	28.0	m	8
758	sub3104	59.84	f	9
759	sub2436	22.0	f	8
760	sub3046	24.0	m	16
761	sub2677	32.0	f	2
762	sub1061	69.69	f	9
763	sub1313	21.0	m	8
764	sub1194	34.0	f	0
765	sub2636	22.0	m	2
766	sub2144	46.0	m	13
767	sub1859	25.0	m	4
768	sub2051	20.0	m	4
769	sub67	31.0	m	2
770	sub1646	18.0	m	10
771	sub546	21.0	m	4
772	sub1569	20.0	f	8
773	sub2753	41.06	f	9
774	sub171	28.0	f	0
775	sub618	25.0	f	1
776	sub102	24.0	m	2
777	sub1943	20.0	f	2
778	sub152	28.0	m	8
779	sub1776	50.0	m	2
780	sub2471	25.0	m	2
781	sub364	29.0	m	2
782	sub2089	56.0	m	7
783	sub2766	55.0	f	0
784	sub2388	24.37	f	5
785	sub589	19.0	m	4
786	sub2918	22.0	m	14
787	sub2890	40.81	m	9
788	sub84	39.04	m	9
789	sub3269	48.0	f	2
790	sub714	28.0	f	13
791	sub3186	54.49	f	9
792	sub2876	22.0	m	1
793	sub3072	20.0	f	4
794	sub1028	43.0	m	10
795	sub1856	22.0	f	2
796	sub1838	25.0	m	2
797	sub461	53.0	m	2
798	sub2618	43.16	m	9
799	sub949	21.0	m	8
800	sub1949	56.0	m	2
801	sub1215	23.0	f	0
802	sub689	58.28	f	9
803	sub2280	24.0	m	2
804	sub1445	37.0	m	14
805	sub2183	22.0	m	14
806	sub1329	22.0	m	0
807	sub2902	20.0	f	4
808	sub647	52.0	m	2
809	sub261	24.0	m	4
810	sub2428	59.67	f	9
811	sub2703	26.0	m	10
812	sub3149	47.0	f	2
813	sub2348	63.0	m	13
814	sub2258	53.41	f	9
815	sub1276	49.0	m	2
816	sub1839	22.0	m	2
817	sub3091	30.0	f	7
818	sub1594	37.0	m	3
819	sub1207	24.0	f	4
820	sub2762	22.0	f	2
821	sub105	19.0	f	4
822	sub2355	70.0	m	13
823	sub1719	20.17	m	9
824	sub2543	22.0	f	13
825	sub1300	30.42	m	9
826	sub2752	22.0	f	8
827	sub2217	23.0	m	8
828	sub3027	29.0	f	3
829	sub1420	20.0	m	4
830	sub2117	33.0	m	3
831	sub3	24.0	m	2
832	sub3246	57.0	m	0
833	sub3221	26.0	f	13
834	sub966	21.0	m	3
835	sub1621	38.0	m	2
836	sub122	56.0	m	0
837	sub1312	50.0	f	10
838	sub1841	27.0	f	2
839	sub741	46.59	f	9
840	sub945	23.0	m	3
841	sub1126	50.0	m	14
842	sub2944	27.71	m	5
843	sub3275	35.0	m	1
844	sub3291	51.0	m	0
845	sub978	21.0	m	14
846	sub1148	28.0	f	2
847	sub486	39.0	f	10
848	sub1713	37.0	m	0
849	sub2361	23.0	m	3
850	sub1286	21.0	f	1
851	sub2679	39.4	f	9
852	sub2299	30.0	f	0
853	sub2510	26.0	f	0
854	sub414	67.85	m	11
855	sub1806	21.0	m	4
856	sub1121	19.0	m	14
857	sub1151	22.0	f	2
858	sub898	23.0	m	4
859	sub2672	33.0	f	0
860	sub585	26.0	f	4
861	sub68	18.0	f	1
862	sub1259	48.0	f	0
863	sub555	22.0	f	4
864	sub1984	28.0	m	2
865	sub2466	54.69	m	9
866	sub2036	38.77	m	9
867	sub508	61.0	f	0
868	sub1002	19.0	f	4
869	sub1385	55.0	f	14
870	sub2080	23.0	f	1
871	sub2500	18.0	m	0
872	sub428	19.0	f	4
873	sub3276	65.0	m	14
874	sub1732	22.1054	f	15
875	sub0	60.0	f	10
876	sub2277	59.0	f	6
877	sub2779	53.0	f	2
878	sub1328	44.0	m	8
879	sub2610	36.0	m	8
880	sub696	48.0	m	2
881	sub1214	21.0	m	8
882	sub1857	27.0	m	3
883	sub153	45.0	f	0
884	sub335	52.0	f	0
885	sub1109	31.0	m	0
886	sub2690	25.0	m	3
887	sub1124	31.15	m	5
888	sub3102	36.0	f	2
889	sub1615	40.0	f	0
890	sub2267	49.04	f	9
891	sub2847	69.72	f	11
892	sub3158	24.85	m	9
893	sub2929	33.0	m	8
894	sub2230	19.0	f	3
895	sub1828	56.0	f	1
896	sub930	43.16	m	9
897	sub308	47.0	m	10
898	sub942	59.74	f	9
899	sub1188	19.0	f	4
900	sub2174	42.0	m	2
901	sub2905	23.0	f	4
902	sub2917	45.62	m	9
903	sub2928	19.0	m	8
904	sub1598	25.0	m	3
905	sub2646	25.19	m	9
906	sub341	24.0	f	16
907	sub253	20.0	f	1
908	sub1709	23.0	m	0
909	sub2998	27.0	m	0
910	sub418	58.0	f	0
911	sub2090	24.9	f	9
912	sub3251	30.0	m	1
913	sub2910	28.0	m	3
914	sub2968	21.0	m	14
915	sub1542	36.0	f	2
916	sub1955	21.0	f	1
917	sub2747	22.0	f	0
918	sub549	24.0	m	2
919	sub338	25.0	f	8
920	sub832	23.0	f	0
921	sub2778	24.0	f	14
922	sub473	47.0	m	2
923	sub1735	20.0	m	4
924	sub1417	19.0	f	8
925	sub2218	23.0	m	13
926	sub497	21.15	f	9
927	sub1588	71.0	f	14
928	sub2201	37.1	m	9
929	sub2359	19.0	m	3
930	sub928	24.0	f	2
931	sub2229	34.0	m	2
932	sub363	48.1	f	9
933	sub1217	46.0	f	2
934	sub1634	27.0	m	3
935	sub1672	28.46	m	5
936	sub213	65.26	f	9
937	sub2468	18.0	m	8
938	sub1817	73.0	f	14
939	sub1811	50.0	m	14
940	sub882	26.0	f	2
941	sub2825	72.59	f	9
942	sub236	59.73	f	5
943	sub977	36.0	m	0
944	sub1925	33.35	m	9
945	sub2870	28.0	f	2
946	sub1183	24.0	f	2
947	sub2529	78.0	f	13
948	sub2536	41.3	m	9
949	sub2581	42.0	f	13
